"tconst","title","FirstGenre","genres","titleType","runtimeMinutes","isAdult","averageRating","numVotes","directors","primaryName","birthYear","deathYear","primaryProfession"
"tt3458254","Patient Zero","Action","Action,Drama,Horror","movie","87","0",4.6,9779,"nm0752328","Stefan Ruzowitzky","1961",NA,"director,writer,producer"
"tt6889532","Ikiru machi","Drama","Drama","movie","124","0",6.6,5,"nm0757049","Hideo Sakaki","1970",NA,"actor,director,producer"
"tt9209266","Half the World","Drama","Drama","movie","120","0",6.3,157,"nm0757081","Junji Sakamoto","1954",NA,"director,writer,assistant_director"
"tt8041572","Uchû Sentai Kyûrenjâ vs. Supêsu Sukuwaddo","Action","Action,Fantasy,Sci-Fi","video","65","0",7.8,43,"nm0757084","Kôichi Sakamoto","1970",NA,"producer,director,stunts"
"tt6848896","Die vierte Frau","Crime","Crime","tvEpisode","90","0",7,101,"nm0758949","Hannu Salonen","1972",NA,"director,writer,actor"
"tt6848848","Der Wiederkehrer","Crime","Crime","tvEpisode","89","0",6.6,96,"nm0758949","Hannu Salonen","1972",NA,"director,writer,actor"
"tt8334094","Actually","Horror","Horror,Short","short","25","0",8.3,101,"nm0761415","Mart Sander","1967",NA,"director,writer,actor"
"tt9530236","Äratõmbetuli","Mystery","Mystery","tvMovie","71","0",8.1,15,"nm0761415","Mart Sander","1967",NA,"director,writer,actor"
"tt11275354","Sertânia","Drama","Drama,Western","movie","97","0",7.4,172,"nm0765420","Geraldo Sarno","1938","2022","director,writer,editor"
"tt8902814","Biznesmeny","Drama","Drama","movie","90","0",6.3,132,"nm0766112","Akan Satayev","1971",NA,"producer,director,writer"
"tt10911666","Mesmerica 360","Music","Music","movie","60","0",5.8,16,"nm0766663","Michael J. Saul","1956",NA,"director,editor,producer"
"tt8868992","The Gay Rub: A Documentary","Documentary","Documentary,History,Short","short","16","0",8.4,7,"nm0766663","Michael J. Saul","1956",NA,"director,editor,producer"
"tt8575408","Amur senza fin","Comedy","Comedy","movie","91","0",6.3,102,"nm0770257","Christoph Schaub","1958",NA,"director,writer,assistant_director"
"tt8477928","Rudi Assauer. Macher. Mensch. Legende.","Documentary","Documentary","movie","92","0",8.1,26,"nm0775781","Don Schubert","1965",NA,"writer,script_department,director"
"tt4465572","American Woman","Drama","Drama,Mystery","movie","111","0",6.8,7448,"nm0779265","Jake Scott","1965",NA,"director,miscellaneous,producer"
"tt8086090","I nyhta t' Agi' Antoni [Makronisos V11]","Drama","Drama","movie","70","0",7.8,6,"nm0780181","Thanasis Skroubelos","1944",NA,"writer,director,producer"
"tt11097438","Ragazzi di stadio, quarant'anni dopo","Documentary","Documentary","movie","82","0",7.9,7,"nm0782100","Daniele Segre","1952",NA,"director,writer,producer"
"tt8941334","Turpinajums","Documentary","Documentary","movie","95","0",7.9,56,"nm0783081","Ivars Seleckis","1934",NA,"cinematographer,director,writer"
"tt6185998","The Executioners","Horror","Horror,Thriller","movie","93","0",3.8,758,"nm0784805","Giorgio Serafini","1962",NA,"director,writer,producer"
"tt8647358","Brexicuted","Comedy","Comedy,Short","short","6","0",6.2,39,"nm0791756","Chris Shepherd","1966",NA,"animation_department,director,writer"
"tt8294292","Hard Academy: Part 3","Adult","Adult","video","211","1",4.4,7,"nm0797382","Rocco Siffredi","1964",NA,"actor,director,producer"
"tt8739208","Autsajder","Drama","Drama","movie","93","0",5.3,147,"nm0797736","Adam Sikora","1960",NA,"cinematographer,miscellaneous,director"
"tt7942044","Premières solitudes","Documentary","Documentary","movie","100","0",6.4,84,"nm0800098","Claire Simon","1955",NA,"director,writer,cinematographer"
"tt7976370","Keeping & Saving or How to Live","Documentary","Documentary","movie","84","0",6.9,41,"nm0802444","Digna Sinke","1949",NA,"producer,director,writer"
"tt8539280","La Befana vien di notte","Adventure","Adventure,Comedy,Family","movie","98","0",4.8,863,"nm0811714","Michele Soavi","1957",NA,"director,actor,assistant_director"
"tt7962890","A Journey to the Fumigated Towns","Documentary","Documentary","movie","97","0",6.3,64,"nm0812625","Fernando E. Solanas","1936","2020","producer,director,writer"
"tt8207640","I Made This for You","Drama","Drama","movie","77","0",8.5,24,"nm0813066","Cristian Solimeno","1975",NA,"actor,editor,director"
"tt8285242","Trojí zivot","Comedy","Comedy","tvMovie","81","0",5.5,108,"nm0813973","Jakub Sommer","1976",NA,"director,writer,cinematographer"
"tt8437838","Joel","Drama","Drama","movie","99","0",6.8,334,"nm0815044","Carlos Sorin","1944",NA,"director,writer,producer"
"tt9132286","Piccole avventure romane","Short","Short","short","8","0",6.3,133,"nm0815204","Paolo Sorrentino","1970",NA,"writer,director,producer"
"tt9081572","Womit haben wir das verdient?","Comedy","Comedy","movie","91","0",5.6,581,"nm0819629","Eva Spreitzhofer","1967",NA,"writer,actress,director"
"tt7511368","The Fight","Drama","Drama,Sport","movie","91","0",5.6,220,"nm0828961","Jessica Hynes","1972",NA,"actress,writer,producer"
"tt8192154","Angst in meinem Kopf","Drama","Drama,Thriller","tvMovie","90","0",5.6,48,"nm0830253","Thomas Stiller","1961",NA,"writer,director,actor"
"tt7334528","Uncle Drew","Comedy","Comedy,Drama,Sport","movie","103","0",5.8,15427,"nm0831690","Charles Stone III","1966",NA,"director,actor,producer"
"tt8989014","Volcanoes, dual destruction","Documentary","Documentary","tvMovie","60","0",7,30,"nm0834427","Mark Strickson","1959",NA,"producer,actor,director"
"tt7976904","Føniks","Drama","Drama","movie","85","0",6.4,293,"nm0835602","Camilla Strøm Henriksen","1968",NA,"director,actress,writer"
"tt6856594","Out of My Head","Documentary","Documentary","movie","77","0",7.9,20,"nm0836610","Susanna Styron","1955",NA,"writer,director,producer"
"tt9014720","Kingsway","Drama","Drama","movie","88","0",5.6,40,"nm0842096","Bruce Sweeney","1962",NA,"director,writer,producer"
"tt9373906","Dobra zmiana","Documentary","Documentary","movie","76","0",5.6,14,"nm0844211","Konrad Szolajski","1956",NA,"director,writer,producer"
"tt9034180","Sly","Comedy","Comedy,Drama","movie","88","0",4.2,749,"nm0846092","Kamal Tabrizi","1959",NA,"director,writer,cinematographer"
"tt6824598","Das schönste Paar","Crime","Crime,Drama,Romance","movie","97","0",6.9,714,"nm0846281","Sven Taddicken","1974",NA,"director,writer,actor"
"tt7481212","Reiteki borisheviki","Horror","Horror","movie","72","0",5.9,84,"nm0847126","Hiroshi Takahashi","1959",NA,"writer,director,actor"
"tt7472352","Shirkers","Documentary","Documentary","movie","97","0",7.3,5558,"nm0848893","Sandi Tan","1972",NA,"producer,director,writer"
"tt9156082","Tomorrow","Short","Short","short","15","0",5.8,11,"nm0850329","Andrew Tarbet","1971",NA,"actor,director,writer"
"tt8296466","Britain's Biggest Warship","Documentary","Documentary","tvMiniSeries","180","0",8.5,56,"nm0855882","Christopher Terrill","1952",NA,"director,producer,cinematographer"
"tt8773080","The Curious Creations of Christine McConnell","Comedy","Comedy,Horror,Talk-Show","tvSeries","26","0",7.7,2585,"nm0857130","Kirk R. Thatcher","1962",NA,"director,writer,producer"
"tt9353668","Daz Watches Found Footage","Horror","Horror,Short","short","21","0",6.9,16,"nm0858531","Bill Thomas","1975",NA,"director,art_department,producer"
"tt8019682","Extraklasse","Comedy","Comedy,Drama,Family","tvMovie","89","0",6.1,109,"nm0862821","Matthias Tiefenbacher","1962",NA,"director,writer,actor"
"tt7512006","In Wahrheit: Jette ist tot","Crime","Crime","tvMovie","90","0",6.4,83,"nm0862821","Matthias Tiefenbacher","1962",NA,"director,writer,actor"
"tt8829850","Making the Five Heartbeats","Documentary","Documentary,Music","movie","85","0",8.9,55,"nm0870186","Robert Townsend","1957",NA,"producer,actor,writer"
"tt3486210","Relentless","Thriller","Thriller","movie","95","0",4.6,490,"nm0870538","Lance Tracy","1971",NA,"director,writer,editor"
"tt6879970","Chased","Drama","Drama","movie","83","0",5.9,41,"nm0873877","Bruce Troxell","1956",NA,"writer,producer,director"
"tt8171548","Casi 40","Comedy","Comedy,Drama,Romance","movie","83","0",5.4,230,"nm0874093","David Trueba","1969",NA,"director,writer,actor"
"tt8089288","Susotázs","Comedy","Comedy,Drama,Romance","short","17","0",7.3,1154,"nm0879436","Barnabás Tóth","1977",NA,"director,actor,writer"
"tt8593538","Ask Bu Mu?","Comedy","Comedy,Drama,Romance","movie","100","0",4.2,647,"nm0880127","Ömer Ugur","1954",NA,"director,writer,assistant_director"
"tt8615462","Maria ja 7 pöialpoissi","Animation","Animation,Short","short","12","0",5,17,"nm0881351","Riho Unt","1956",NA,"director,writer,production_designer"
"tt7517232","J'ai perdu Albert","Comedy","Comedy","movie","100","0",4.4,204,"nm0885857","Didier Van Cauwelaert","1960",NA,"writer,director"
"tt8126130","The Siege of Mecca","Documentary","Documentary","movie","75","0",7.4,46,"nm0886054","Dirk K. van den Berg","1966",NA,"producer,assistant_director,director"
"tt6730778","The Brides","Horror","Horror","movie","97","0",2.7,48,"nm0888931","Johan Vandewoestijne","1961",NA,"producer,writer,director"
"tt7484546","Train de vies ou les voyages d'Angélique","Drama","Drama","movie","76","0",6.6,14,"nm0891580","Paul Vecchiali","1930","2023","director,writer,editor"
"tt8826960","Squirrels","Comedy","Comedy","movie","91","0",4.6,68,"nm0894812","Todd Verow","1966",NA,"director,producer,cinematographer"
"tt7871664","O Termómetro de Galileu","Documentary","Documentary","movie","105","0",4.9,14,"nm0898177","Teresa Villaverde","1966",NA,"director,writer,producer"
"tt8229568","Las Vegas","Comedy","Comedy","movie","75","0",6.1,146,"nm0898224","Juan Villegas","1971",NA,"producer,writer,director"
"tt8618716","Dennis Miller: Fake News, Real Jokes","Comedy","Comedy,Documentary","tvSpecial","57","0",5.7,247,"nm0901449","Brian Volk-Weiss","1976",NA,"producer,director,writer"
"tt8241704","Henry Rollins: Keep Talking, Pal","Comedy","Comedy","tvSpecial","58","0",6.5,314,"nm0901449","Brian Volk-Weiss","1976",NA,"producer,director,writer"
"tt12216590","Farah Diba Pahlavi: Die letzte Kaiserin","Biography","Biography,Documentary","tvMovie","53","0",6.4,41,"nm0902001","Gero von Boehm","1954",NA,"director,writer,producer"
"tt6249636","Samurai Sensei","Comedy","Comedy","movie","93","0",6.1,131,"nm0913820","Kazushi Watanabe","1976",NA,"actor,director,writer"
"tt6144410","Open Wound: The Über-Movie","Crime","Crime,Drama,Mystery","movie","96","0",4.8,61,"nm0916643","Jürgen Weber","1963",NA,"director,writer,actor"
"tt9104810","Blue","Fantasy","Fantasy,Short","short","12","0",6.7,690,"nm0917405","Apichatpong Weerasethakul","1970",NA,"director,editor,writer"
"tt9480140","Hotel Hvezdár","Comedy","Comedy,Music","tvMovie","67","0",6.1,16,"nm0917616","Jakub Wehrenberg","1974",NA,"actor,director,writer"
"tt9514932","The 41st Annual Kennedy Center Honors","Music","Music","tvSpecial","91","0",7.8,26,"nm0918999","Glenn Weiss","1961",NA,"director,producer,writer"
"tt6644260","The Ersatz Elevator: Part Two","Adventure","Adventure,Comedy,Drama","tvEpisode","41","0",8.1,1153,"nm0919514","Bo Welch","1951",NA,"production_designer,director,art_director"
"tt6644242","The Ersatz Elevator: Part One","Adventure","Adventure,Comedy,Drama","tvEpisode","52","0",8.1,1193,"nm0919514","Bo Welch","1951",NA,"production_designer,director,art_director"
"tt8737592","Weglaufen geht nicht","Drama","Drama","tvMovie","89","0",5.9,23,"nm0920635","Markus Welter","1968",NA,"editor,director,writer"
"tt3574966","Stay","Crime","Crime,Drama,Romance","movie","99","0",8,158,"nm0923584","Darryl Wharton","1968",NA,"writer,director,producer"
"tt8905580","Shrimp","Comedy","Comedy,Drama,Fantasy","tvMovie","22","0",6.7,147,"nm0931958","Zelda Williams","1989",NA,"actress,director,producer"
"tt7407496","Trust Machine: The Story of Blockchain","Documentary","Documentary","movie","84","0",6.7,216,"nm0935664","Alex Winter","1965",NA,"actor,director,producer"
"tt8951058","The Panama Papers","Documentary","Documentary","movie","96","0",7.1,1673,"nm0935664","Alex Winter","1965",NA,"actor,director,producer"
"tt6224502","Boarding School","Horror","Horror,Mystery,Thriller","movie","111","0",5.8,3910,"nm0945026","Boaz Yakin","1966",NA,"writer,producer,director"
"tt4123430","Fantastic Beasts: The Crimes of Grindelwald","Adventure","Adventure,Family,Fantasy","movie","134","0",6.5,301215,"nm0946734","David Yates","1963",NA,"director,producer,writer"
"tt8040482","Alaska","Drama","Drama","movie","85","0",5.4,13,"nm0947718","Isaac Zepel Yeshurun","1936",NA,"director,writer,producer"
"tt7862330","Cebimdeki Yabanci","Comedy","Comedy,Drama","movie","95","0",6.8,9339,"nm0948012","Serra Yilmaz","1954",NA,"actress,director"
"tt8536058","Ein Sommer in Oxford","Drama","Drama,Romance","tvMovie","90","0",5.7,43,"nm0954381","Karola Meeder","1964",NA,"director,assistant_director"
"tt8512310","Kouzelník Zito","Comedy","Comedy,Family,Fantasy","tvMovie","104","0",3.9,98,"nm0954503","Zdenek Zelenka","1954",NA,"director,writer,assistant_director"
"tt9124686","Marché de Dupes","Crime","Crime","tvEpisode","51","0",6.3,25,"nm0956025","Julien Zidi","1973","2021","director,assistant_director,actor"
"tt8704484","Das schönste Land der Welt","Documentary","Documentary,Drama","movie","101","0",5.4,30,"nm0956507","Zelimir Zilnik","1942",NA,"director,writer,producer"
"tt9140990","Poj mi pesem","Documentary","Documentary","movie","107","0",7.2,18,"nm0958721","Miran Zupanic","1961",NA,"director,writer,assistant_director"
"tt7400672","Halvdan Viking","Adventure","Adventure,Family","movie","97","0",5.1,311,"nm0959762","Gustaf Åkerblom","1982",NA,"actor,director,writer"
"tt8846072","Belmonte","Comedy","Comedy,Drama","movie","74","0",6.1,400,"nm0992159","Federico Veiroj","1976",NA,"director,producer,writer"
"tt7950920","Terra Cremada","Documentary","Documentary","tvMovie","70","0",5.5,6,"nm0994567","Sílvia Quer","1962",NA,"director,assistant_director,writer"
"tt8685602","Brigi","Comedy","Comedy,Short","short","17","0",6.8,15,"nm0998110","Daniel Sánchez Arévalo","1970",NA,"writer,director,producer"
"tt9466572","Campofrío: La tienda LOL","Comedy","Comedy,Sci-Fi,Short","tvShort","3","0",6.3,37,"nm0998110","Daniel Sánchez Arévalo","1970",NA,"writer,director,producer"
"tt8276106","Rencor tatuado","Comedy","Comedy,Romance,Thriller","movie","150","0",4.9,131,"nm1001040","Julián Hernández","1972",NA,"writer,director,editor"
"tt8847574","Tackling Life","Documentary","Documentary","movie","98","0",7.8,26,"nm10050308","Johannes List","1984",NA,"director,writer,editor"
"tt8848780","One Way Ticket","Drama","Drama,Mystery,Short","short","20","0",8.3,15,"nm10050592","Christos Doulgerakis","1986",NA,"director,writer,editor"
"tt9136180","Vincire","Horror","Horror,Short","short","13","0",8,6,"nm10058781","Alexandre David Lejuez","1996",NA,"director,writer,editor"
"tt8970474","Waste","Comedy","Comedy,Mystery,Short","short","9","0",9.4,8,"nm10107463","Andy Johnson","1997",NA,"director,actor,writer"
"tt6917272","Una vita spericolata","Comedy","Comedy,Crime","movie","102","0",5.5,403,"nm1013665","Marco Ponti","1967",NA,"writer,director,actor"
"tt7447112","Fischer sucht Frau","Comedy","Comedy,Drama,Romance","tvMovie","88","0",5.8,60,"nm1014347","Sinan Akkus","1970",NA,"actor,director,writer"
"tt9046926","0000: A Shark Odyssey","Animation","Animation,Comedy,Musical","movie","91","0",1.8,57,"nm10148813","Iki Ènèng","1994",NA,"producer,director,writer"
"tt9074338","Kamen","Fantasy","Fantasy,Romance,Short","short","2","0",7.8,8,"nm10165805","Janko Djuric","1997",NA,"producer,director,writer"
"tt9142946","Birthday","Documentary","Documentary","movie","63","0",6.9,14,"nm10196665","Hilal Baydarov","1987",NA,"director,writer,editor"
"tt9140758","Hills Without Names","Drama","Drama","movie","93","0",8.4,31,"nm10196665","Hilal Baydarov","1987",NA,"director,writer,editor"
"tt8238064","Seattle","Short","Short","short","19","0",6.3,28,"nm1023854","Marta Aledo","1978",NA,"actress,director,writer"
"tt8688544","Blood Kin","Documentary","Documentary,Short","short","27","0",6.3,60,"nm1023919","Ramin Bahrani","1975",NA,"producer,director,writer"
"tt9335468","Halayla (Tonight)","Drama","Drama,Music,Romance","short","15","0",6.2,8,"nm10281556","Emily Shir Segal","1995",NA,"director,writer,cinematographer"
"tt9335922","Line","Mystery","Mystery,Short","short","1","0",4.6,7,"nm10281958","Tumas Satunas","2001",NA,"editor,director,writer"
"tt9174580","Ne diraj mi mamu","Comedy","Comedy","tvSeries","35","0",7.4,142,"nm1030346","Elmir Jukic","1971",NA,"director,writer,assistant_director"
"tt10129542","Broccoli","Comedy","Comedy,Short","short","4","0",6.5,46,"nm1033003","Iván Sáinz-Pardo","1972",NA,"director,writer,editor"
"tt8264276","Tono menor","Drama","Drama,Mystery,Short","short","11","0",6.3,20,"nm1033003","Iván Sáinz-Pardo","1972",NA,"director,writer,editor"
"tt6908760","Kon'ya, romansu gekijô de","Fantasy","Fantasy,Romance","movie","109","0",7,1167,"nm1033032","Hideki Takeuchi","1966",NA,"director,producer"
"tt9583222","Minimusical","Musical","Musical,Short","short","4","0",7.7,32,"nm10367654","Mauro Fieschi","1991",NA,"director,writer,actor"
"tt7948260","Limbo","Thriller","Thriller","tvMiniSeries","7","0",7.5,16,"nm1037826","Fabián Forte","1974",NA,"assistant_director,camera_department,director"
"tt10545476","Man Divaneh Nistam","Comedy","Comedy,Drama","movie","100","0",4.6,99,"nm1044682","Alireza Amini","1970",NA,"director,writer,editor"
"tt9014006","Amy Schumer Presents Sam Morril: Positive Influence","Comedy","Comedy","tvSpecial","56","0",7.4,251,"nm1048560","Marcus Raboy","1965",NA,"director,producer,cinematographer"
"tt9184886","Pete Holmes: Dirty Clean","Comedy","Comedy","tvSpecial","57","0",7.1,555,"nm1048560","Marcus Raboy","1965",NA,"director,producer,cinematographer"
"tt6195094","Ghostland","Drama","Drama,Horror,Mystery","movie","91","0",6.4,37895,"nm1052791","Pascal Laugier","1971",NA,"director,writer,actor"
"tt10113596","Orasul Ambitiei","Crime","Crime,Drama,Short","video","25","0",9.2,5,"nm10587744","Flavi","1988",NA,"director,writer,editor"
"tt8810184","Agapi mono","Comedy","Comedy,Musical","video","146","0",5.5,59,"nm1059404","Markos Seferlis","1968",NA,"actor,writer,director"
"tt8438882","Miranda Barbour: Serial Killer Or Liar","Documentary","Documentary","movie","60","0",6.1,41,"nm1060017","Richard Parry","1967",NA,"director,producer,cinematographer"
"tt10165168","Parade","Comedy","Comedy,Drama","movie","87","0",7,56,"nm10612455","Nino Zhvania","1982",NA,"director"
"tt8772548","Pierre Richard: Le discret","Biography","Biography","tvMovie","53","0",8.1,212,"nm1071389","Gregory Monro","1975",NA,"director,writer,actor"
"tt9527740","Michel Legrand: Sans demi-mesure","Biography","Biography,Documentary,Music","tvMovie","52","0",8,307,"nm1071389","Gregory Monro","1975",NA,"director,writer,actor"
"tt6848754","Sunday Morning","Drama","Drama,Short","short","15","0",6.8,13,"nm1075593","Martin Turk","1978",NA,"director,writer,assistant_director"
"tt9145648","Eple","Drama","Drama,Short","short","19","0",7.5,21,"nm1076550","Yngvild Sve Flikke","1974",NA,"director,writer,miscellaneous"
"tt10585156","Khroniki vidika: legendy epokhi VHS","Documentary","Documentary","movie","178","0",8.1,40,"nm10813310","Svyatoslav Biryuchin","1991",NA,"director,writer,editor"
"tt12644616","Prince - Sexy Mother F*****","Documentary","Documentary","tvMovie","50","0",6.6,21,"nm1083566","Oliver Schwabe","1966",NA,"cinematographer,director,writer"
"tt6897150","Rock Rubber 45s","Documentary","Documentary","movie","96","0",7.9,35,"nm1093900","Bobbito Garcia","1967",NA,"actor,director,producer"
"tt6927316","Inkan, gongkan, sikan grigo inkan","Drama","Drama","movie","122","0",5.8,1047,"nm1104118","Kim Ki-duk","1960","2020","writer,director,producer"
"tt8930578","Drawn Out","Crime","Crime,Drama,Short","short","34","0",6.9,23,"nm1107048","Teddy Nygh","1979",NA,"director,actor,producer"
"tt8998904","18","Drama","Drama,Short","short","33","0",7.2,44,"nm1107048","Teddy Nygh","1979",NA,"director,actor,producer"
"tt3554938","Power of the Air","Drama","Drama","movie","90","0",5.4,116,"nm1107383","Dave Christiano","1956",NA,"writer,producer,director"
"tt8961774","La migración","Comedy","Comedy,Musical","movie","79","0",5.8,23,"nm1108266","Ezequiel Acuña","1976",NA,"director,producer,writer"
"tt9178078","Ghoulish","Horror","Horror","movie","82","0",7.9,11,"nm1121635","Jeff Hayes","1975",NA,"producer,director,editor"
"tt7991628","Mali","Crime","Crime,Drama","movie","90","0",6.2,293,"nm1126956","Antonio Nuic","1977",NA,"writer,director,art_department"
"tt8365562","Claire et Lana: Pornochic","Adult","Adult","video","95","1",5.7,9,"nm1136398","Hervé Bodilis","1966",NA,"director,writer,editor"
"tt10114006","Lana la soumise","Adult","Adult,Drama,Romance","video","122","1",6.5,19,"nm1136398","Hervé Bodilis","1966",NA,"director,writer,editor"
"tt9016006","Alpha: The Right to Kill","Crime","Crime,Drama,Thriller","movie","94","0",6.1,341,"nm1137289","Brillante Mendoza","1960",NA,"director,producer,production_designer"
"tt7958132","The Girl in the Crawlspace","Horror","Horror","video","76","0",4.2,88,"nm1141136","John Oak Dalton","1966",NA,"writer,director,camera_department"
"tt8202938","My way 50/My way 50","Documentary","Documentary","movie","85","0",7.6,5,"nm1143060","Maja Weiss","1965",NA,"director,writer,cinematographer"
"tt8513606","Lifeline","Drama","Drama,Short","short","17","0",8.7,9,"nm1146520","L. Marcus Williams","1975",NA,"writer,director,editor"
"tt12172388","Beneath: A Cave Horror","Horror","Horror","movie","83","0",3.4,62,"nm11510177","J.J. Perez","1994",NA,"actor,producer,director"
"tt8881168","Payment","Drama","Drama,Horror,Short","short","8","0",3.9,37,"nm1152748","Ben Larned","1994",NA,"writer,director,producer"
"tt6210874","Retrospekt","Drama","Drama","movie","101","0",5.9,117,"nm1162023","Esther Rots","1972",NA,"producer,editor,director"
"tt8129794","100 Dinge","Comedy","Comedy,Drama","movie","111","0",6.3,6636,"nm1164552","Florian David Fitz","1974",NA,"actor,writer,director"
"tt9046942","La otra piel","Drama","Drama","movie","110","0",7,9,"nm1166759","Inés de Oliveira Cézar","1964",NA,"director,writer,producer"
"tt6964554","Kupi menya","Drama","Drama","movie","107","0",5.3,575,"nm1166926","Vadim Perelman","1963",NA,"director,producer,writer"
"tt8562100","Tyhjiö","Comedy","Comedy,Drama","movie","97","0",7.1,781,"nm1167412","Aleksi Salmenperä","1973",NA,"director,writer,assistant_director"
"tt8264546","1991","Comedy","Comedy","movie","101","0",7.1,1189,"nm1168135","Ricardo Trogi","1971",NA,"director,actor,writer"
"tt9047474","La flor","Drama","Drama,Fantasy,Musical","movie","808","0",7.4,784,"nm1183471","Mariano Llinás","1975",NA,"writer,producer,director"
"tt7314630","Black Flowers","Sci-Fi","Sci-Fi","movie","108","0",3.2,339,"nm1187563","Martin Gooch","1972",NA,"director,camera_department,producer"
"tt8456482","Gloria, die schönste Kuh meiner Schwester","Comedy","Comedy","tvMovie","90","0",6.1,40,"nm1190799","Ingo Rasper","1974",NA,"director,writer,assistant_director"
"tt8947970","Peter Vs. Harry","Documentary","Documentary","movie","55","0",7.4,5,"nm1191475","Ida Weiss","1974",NA,"producer,director,writer"
"tt10923886","Pored mene mjuzikl","Musical","Musical","tvSpecial","48","0",4.7,18,"nm1194496","Stevan Filipovic","1981",NA,"writer,director,editor"
"tt9486354","Milk and Cookies: Walter's Revenge","Comedy","Comedy,Fantasy,Horror","short","9","0",5.7,27,"nm1200482","Jon Kovel","1981",NA,"director,miscellaneous,writer"
"tt7986222","Kolamavu Kokila","Comedy","Comedy,Crime,Drama","movie","140","0",7.3,3608,"nm12135964","Nelson Dilipkumar","1984",NA,"director,writer,actor"
"tt6859352","Support the Girls","Comedy","Comedy,Drama","movie","93","0",6.4,8131,"nm1216004","Andrew Bujalski","1977",NA,"director,writer,actor"
"tt13821200","Open the Door of Fantasy","Fantasy","Fantasy,Short","short","3","0",8.2,13,"nm12217629","Isuru Gimhana","1995",NA,"producer,cinematographer,writer"
"tt15692832","I, Spy","Action","Action,Comedy,Mystery","short","24","0",6,5,"nm12254800","Lucas Higham","2004",NA,"director,writer,actor"
"tt15691494","Perdition","Horror","Horror,Short,Thriller","short","18","0",6,5,"nm12254800","Lucas Higham","2004",NA,"director,writer,actor"
"tt21044836","Bullying","Drama","Drama,Short","short","5","0",8.2,5,"nm12331922","Tiago Roma Almeida","2006",NA,"director,writer,cinematographer"
"tt6866224","The Hummingbird Project","Drama","Drama,Thriller","movie","111","0",6.2,15915,"nm1243740","Kim Nguyen","1974",NA,"director,writer,producer"
"tt7901824","Jadeh Ghadim","Drama","Drama","movie","99","0",4.6,235,"nm1248340","Manijeh Hekmat","1962",NA,"producer,director,writer"
"tt8907860","Cu unul in plus","Drama","Drama,Short","short","15","0",5.9,12,"nm1250558","Valeriu Andriuta","1967",NA,"actor,director,writer"
"tt8006642","Salix Caprea","Adventure","Adventure,Comedy,Drama","short","30","0",7.8,26,"nm1250558","Valeriu Andriuta","1967",NA,"actor,director,writer"
"tt6921996","Johnny English Strikes Again","Action","Action,Adventure,Comedy","movie","89","0",6.2,81055,"nm1256143","David Kerr","1967",NA,"director,producer,actor"
"tt9336096","Hungary 2018","Documentary","Documentary","movie","85","0",6.3,48,"nm1257335","Eszter Hajdú","1979",NA,"director,writer,producer"
"tt8506840","Îmi este indiferent daca în istorie vom intra ca barbari","Comedy","Comedy,Drama","movie","140","0",7.2,1906,"nm1257492","Radu Jude","1977",NA,"director,writer,producer"
"tt7980006","Alt-Right: Age of Rage","Documentary","Documentary","movie","104","0",6.2,1126,"nm1266372","Adam Bhala Lough","1979",NA,"director,producer,writer"
"tt9113392","Heimkomsten aka. Homecoming","Horror","Horror,Short","short","7","0",6.2,18,"nm1271703","Severin Eskeland","1977",NA,"director,editor,writer"
"tt1842422","Mugworth","Animation","Animation,Fantasy,Horror","movie","70","0",5.8,15,"nm1274188","Marc Fernandez","1992",NA,"writer,animation_department,producer"
"tt15170150","Come Back Home","Short","Short,Thriller","short","20","0",8.3,7,"nm12810284","Khoa Nguyen","1981",NA,"producer,writer,director"
"tt15216584","Off Kid","Horror","Horror,Short","short","7","0",8.5,7,"nm12835987","João Folharini","1989",NA,"producer,director,writer"
"tt8307082","Sauvage","Drama","Drama","movie","99","0",7.1,5287,"nm1283911","Camille Vidal-Naquet","1972",NA,"director,writer,editor"
"tt8820590","T-34","Action","Action,War","movie","139","0",6.8,13789,"nm1284414","Aleksey Sidorov","1968",NA,"writer,director,producer"
"tt8122018","Happy New Year, Colin Burstead","Drama","Drama","movie","95","0",6.4,1855,"nm1296554","Ben Wheatley","1972",NA,"director,writer,producer"
"tt8914946","III Gruppo Esplorante Arditi","History","History,Short","short","29","0",8.2,7,"nm1297226","Claudio Costa","1971",NA,"director,editor,cinematographer"
"tt8438538","Visconti's Eagles","Biography","Biography,Documentary","movie","53","0",8.2,7,"nm1297226","Claudio Costa","1971",NA,"director,editor,cinematographer"
"tt9504876","O zakletém králi a odvázném Martinovi","Comedy","Comedy,Family,Fantasy","tvMovie","80","0",7.1,61,"nm1298152","Peter Bebjak","1970",NA,"director,producer,actor"
"tt8774708","M","Mystery","Mystery","movie","90","0",4.4,231,"nm1299226","Anna Eriksson","1977",NA,"soundtrack,actress,writer"
"tt4211620","Jean-François i el sentit de la vida","Comedy","Comedy","movie","85","0",6.2,141,"nm1301747","Sergi Portabella","1980",NA,"writer,director,camera_department"
"tt8206940","Tales Beyond Madness","Horror","Horror","movie","95","0",3.8,62,"nm1310935","Damon Packard","1967",NA,"editor,director,cinematographer"
"tt8857590","Babamin Ceketi","Comedy","Comedy","movie","99","0",4.9,913,"nm1311238","Müfit Can Saçinti","1968",NA,"actor,writer,director"
