"tconst","title","FirstGenre","genres","titleType","runtimeMinutes","isAdult","averageRating","numVotes","directors","primaryName","birthYear","deathYear","primaryProfession"
"tt7329058","Hashire! T-kô Basket bu","Drama","Drama,Sport","movie","115","0",5.9,41,"nm1967210","Takeshi Furusawa","1972",NA,"director,writer,actor"
"tt8703882","The Wrong Todd","Comedy","Comedy,Sci-Fi","movie","90","0",5.6,271,"nm1970540","Rob Schulbaum","1982",NA,"editorial_department,miscellaneous,editor"
"tt15439792","Posle Leta","Documentary","Documentary","movie","48","0",5.1,29,"nm1970598","Kirill Serebrennikov","1969",NA,"director,writer,actor"
"tt8052720","Mikcocchaken","Comedy","Comedy,Family","movie","98","0",6.3,30,"nm1973796","Su-yeon Gu","1961",NA,"director,writer,executive"
"tt8760354","Occupant","Sci-Fi","Sci-Fi,Short","short","4","0",6,59,"nm1977378","Peter Cilella","1977",NA,"actor,writer,director"
"tt8610916","Most!","Comedy","Comedy,Drama","tvMiniSeries","40","0",8.3,561,"nm1979282","Jan Prusinovský","1979",NA,"writer,director,producer"
"tt8452050","Career Day","Comedy","Comedy,Crime,Drama","short","8","0",7.1,8,"nm1980053","Mika Tervonen","1982",NA,"camera_department,director,writer"
"tt7901798","Maghzhaye Koochake Zang Zadeh","Crime","Crime,Drama,Thriller","movie","103","0",7.6,7208,"nm1982933","Houman Seyyedi","1980",NA,"actor,writer,director"
"tt7478522","Glück ist was für Weicheier","Comedy","Comedy,Drama","movie","95","0",5.5,106,"nm1986754","Anca Miruna Lazarescu","1979",NA,"director,writer,editor"
"tt8330280","B.B. King: On the Road","Documentary","Documentary,Music","movie","106","0",7.7,67,"nm1988829","Jon Brewer","1950",NA,"producer,director,writer"
"tt8043092","Sammohanam","Drama","Drama,Romance","movie","137","0",7.5,2034,"nm1990335","Mohana Krishna Indraganti","1972",NA,"writer,director"
"tt8800144","Ulysses: Jeanne d'Arc and the Alchemist Knight","Action","Action,Animation,Fantasy","tvSeries","24","0",5.2,154,"nm1998095","Shin Itagaki","1974",NA,"director,art_department,animation_department"
"tt2445812","Buoyancy","Crime","Crime,Mystery,Short","short","16","0",7.3,293,"nm2000749","Ryan Surratt","1981",NA,"actor,writer,producer"
"tt2396557","Lemon Drop","Drama","Drama,Romance","movie","99","0",7.2,84,"nm2008110","Stephanie Greenquist","1982",NA,"producer,actress,visual_effects"
"tt8093730","Walmart: The Box","Short","Short","video","1","0",7,18,"nm2011696","Dee Rees","1977",NA,"director,writer,producer"
"tt6697640","Ruth","Biography","Biography,Romance","movie","120","0",6.3,266,"nm2017234","António Pinhão Botelho","1986",NA,"director,assistant_director,writer"
"tt8150762","I Signed the Petition","Documentary","Documentary,Short","short","11","0",6,125,"nm2019600","Mahdi Fleifel","1979",NA,"writer,director,producer"
"tt8599904","Bist du glücklich?","Drama","Drama,Romance","tvMovie","88","0",7.1,109,"nm2020448","Max Zähle","1977",NA,"director,writer,editor"
"tt9055138","Burned","Horror","Horror,Short","short","7","0",7.2,10,"nm2031205","Chris R. Notarile","1982",NA,"writer,director,editor"
"tt9207268","Ultra-Girl","Drama","Drama,Short","short","13","0",6.7,16,"nm2031205","Chris R. Notarile","1982",NA,"writer,director,editor"
"tt6811972","Plunder","Drama","Drama,Short,Thriller","short","7","0",9.2,12,"nm2032384","Chris Kapcia","1984",NA,"actor,sound_department,producer"
"tt6630482","A legjobb játék","Short","Short","short","20","0",7,105,"nm2038042","Kristóf Deák","1982",NA,"editorial_department,director,editor"
"tt8064262","Paws P.I.","Action","Action,Comedy,Family","movie","86","0",4.3,618,"nm2038876","Danny Buday","1977",NA,"director,writer,producer"
"tt8879398","Gwilliam's Tips For Turning Tricks Into Treats","Comedy","Comedy,Horror,Short","short","4","0",5.1,41,"nm2043183","Brian Lonano","1983",NA,"editorial_department,producer,director"
"tt8710594","Declive","Drama","Drama,Short","short","7","0",5,23,"nm2049456","Eduardo Brito","1977",NA,"writer,director,actor"
"tt3580692","Diverted Eden","Action","Action,Crime,Drama","movie","110","0",4,752,"nm2060434","Prince Bagdasarian","1984",NA,"editorial_department,director,writer"
"tt3625782","Trained to Kill","Action","Action","movie","105","0",7.6,19,"nm2063933","Bill Little","1954",NA,"stunts,actor,writer"
"tt8615840","Dyadya Sasha","Comedy","Comedy","movie","92","0",5.2,38,"nm2073296","Aleksandr Gordon","1964",NA,"actor,director,writer"
"tt8421504","A/S/L","Comedy","Comedy,Horror,Short","short","9","0",7.7,7,"nm2074810","Benjamin Swicker","1979",NA,"writer,director,actor"
"tt6156442","Some Things are Hard to Talk About","Documentary","Documentary","movie","81","0",7.8,7,"nm2077737","Stefanie Brockhaus","1977",NA,"director,writer,cinematographer"
"tt6319404","Happy Birthday","Drama","Drama,Short,Thriller","short","7","0",5.9,53,"nm2079153","Mustafa Toby Eck","1985",NA,"director,writer,producer"
"tt4431936","I routina","Drama","Drama,Family,Short","short","27","0",8.8,12,"nm2085885","Dimitris Andjus","1978",NA,"director,producer,writer"
"tt7958016","Lobsters","Comedy","Comedy,Short","short","5","0",7,21,"nm2087885","Matt Huntley","1976",NA,"assistant_director,director,writer"
"tt8107754","Divorcio","Comedy","Comedy,Short","short","4","0",7.4,6,"nm2088248","Bárbara Santa-Cruz","1983",NA,"actress,soundtrack,director"
"tt6922106","The Dark","Drama","Drama,Short","short","9","0",8.5,6,"nm2089382","Joan Álvarez Durán","1969",NA,"writer,director,editor"
"tt8352734","Anemone","Drama","Drama,Short","short","18","0",8.3,11,"nm2090270","Amrou Al-Kadhi","1990",NA,"actor,writer,director"
"tt6884552","Run(a)Way Arab","Drama","Drama,Short","short","12","0",5.5,49,"nm2090270","Amrou Al-Kadhi","1990",NA,"actor,writer,director"
"tt8739944","Der Besuch","Drama","Drama,Short","short","14","0",6.8,18,"nm2106199","Christian Werner","1978",NA,"director,producer,writer"
"tt8836292","Zhuang si le yi zhi yang","Drama","Drama","movie","86","0",6.7,804,"nm2120871","Pema Tseden","1969","2023","producer,writer,director"
"tt8463258","Yin bao dian","Crime","Crime,Drama","movie","110","0",5.6,203,"nm2121515","Ching Shen Chuang","1973",NA,"director,actor,assistant_director"
"tt9056146","Julia y el zorro","Drama","Drama","movie","105","0",6.4,44,"nm2128882","Inés María Barrionuevo","1980",NA,"director,writer,editor"
"tt8207294","Ahto. Chasing a Dream","Documentary","Documentary","movie","90","0",8.3,92,"nm2132363","Jaanis Valk","1979",NA,"director,writer,editor"
"tt8106588","Dead Women Walking","Crime","Crime,Drama","movie","101","0",7.1,134,"nm2132387","Hagar Ben-Asher","1979",NA,"actress,director,writer"
"tt7315714","Intergalactic Samurai","Drama","Drama,Short","short","20","0",6,7,"nm2132387","Hagar Ben-Asher","1979",NA,"actress,director,writer"
"tt8510324","Iyi Oyun","Comedy","Comedy,Drama,Sport","movie","114","0",4.5,3574,"nm2141029","Umut Aral","1976",NA,"director,actor,assistant_director"
"tt8755418","Love's Water Drop","Romance","Romance","movie","117","0",6.2,40,"nm2151573","Naoki Segi","1963",NA,"director,producer,writer"
"tt6217306","Apostle","Drama","Drama,Fantasy,Horror","movie","130","0",6.3,57639,"nm2153088","Gareth Evans","1980",NA,"producer,writer,director"
"tt7429708","The Pig","Comedy","Comedy,Crime,Drama","movie","104","0",6.1,2219,"nm2155679","Mani Haghighi","1969",NA,"actor,writer,director"
"tt2499058","The Love","Drama","Drama,Short","short","24","0",6.4,26,"nm2163723","Joe LiTrenta","1982",NA,"director,producer,writer"
"tt9474752","Earworm","Horror","Horror,Short","short","8","0",7,6,"nm2170526","Paul Catalanotto","1979",NA,"director,writer,producer"
"tt3960820","Land","Drama","Drama","movie","111","0",6.6,158,"nm2171652","Babak Jalali","1978",NA,"writer,director,producer"
"tt9384018","Flexible","Short","Short","short","24","0",6,5,"nm2177095","Matthieu Salmon","1973",NA,"director,writer,editor"
"tt8012148","Reise nach Jerusalem","Comedy","Comedy,Drama","movie","120","0",7.3,65,"nm2180934","Lucia Chiarla","1970",NA,"writer,director,actress"
"tt8761916","Nutrition Fugue","Documentary","Documentary,Short","short","4","0",6.9,10,"nm2201690","Péter Lichter","1984",NA,"director,editor,producer"
"tt8454834","Russian death","Drama","Drama","movie","78","0",5.4,16,"nm2204054","Vladimir Mirzoev","1957",NA,"director,writer,producer"
"tt8714366","The Book of the Sea","Documentary","Documentary","movie","85","0",6.9,48,"nm2207296","Aleksei Vakhrushev","1969",NA,"director,writer,producer"
"tt6931170","Joh-eun-nal","Drama","Drama,History,Mystery","movie","122","0",6.5,214,"nm2209378","Lu Zhang","1962",NA,"director,writer,producer"
"tt2651724","Wastelander","Action","Action,Adventure,Sci-Fi","movie","90","0",2.7,211,"nm2215406","Angelo Lopes","1976",NA,"actor,cinematographer,editor"
"tt7422034","The Ark of Lights and Shadows","Adventure","Adventure,Biography,Documentary","movie","90","0",7.5,8,"nm2219135","Jan Svatos","1984",NA,"director,writer,editor"
"tt8750988","The Wedding Singer's Daughter","Drama","Drama,Short","short","8","0",4.4,109,"nm2223783","Haifaa Al-Mansour","1974",NA,"director,writer,producer"
"tt8184296","Ai Ai Gasa","Drama","Drama,Family,Mystery","movie","116","0",6.9,16,"nm2272649","Takayuki Takuma","1970",NA,"actor,writer,director"
"tt8908824","To Plant a Flag","Comedy","Comedy,Short","short","15","0",6.4,149,"nm2272880","Bobbie Peers","1974",NA,"director,writer,producer"
"tt8207660","Kyô kara Ore wa!!","Action","Action,Comedy,Drama","tvMiniSeries","46","0",7.6,1041,"nm2279646","Yûichi Fukuda","1968",NA,"writer,director,actor"
"tt7897560","Pilvede all. Neljas õde","Drama","Drama","movie","115","0",4.3,59,"nm2281224","Toomas Kirss","1958","2022","producer,director,actor"
"tt8007224","Two Friends","Drama","Drama,Short","short","5","0",9.7,6,"nm2297685","Bojan Brbora","1986",NA,"cinematographer,camera_department,director"
"tt8078816","Bap Jal Sajuneun Yeppeun Nuna","Drama","Drama,Romance","tvSeries","75","0",8.1,8081,"nm2300117","Pan-suk Ahn","1961",NA,"director,writer"
"tt8602612","Desert Dash","Action","Action,Short","short","13","0",5.6,11,"nm2301323","Gracie Otto","1987",NA,"director,actress,producer"
"tt6236142","A ti te quería encontrar","Comedy","Comedy,Romance","movie","98","0",5.4,404,"nm2305561","Javier Colinas","1978",NA,"director,producer,writer"
"tt8837018","Kraben rahu","Drama","Drama","movie","105","0",6.8,1007,"nm2306874","Phuttiphong Aroonpheng","1976",NA,"cinematographer,director,writer"
"tt6256546","Ricordi?","Drama","Drama,Romance","movie","106","0",7,1242,"nm2307631","Valerio Mieli","1978",NA,"writer,director,assistant_director"
"tt9097550","The Gillymuck","Horror","Horror,Short","short","4","0",5.6,258,"nm2308058","Dan Samiljan","1983",NA,"miscellaneous,actor,writer"
"tt8618694","You Are The Captain","Comedy","Comedy,Horror,Sci-Fi","short","11","0",5.9,20,"nm2308058","Dan Samiljan","1983",NA,"miscellaneous,actor,writer"
"tt8000866","Les Indes galantes","Short","Short","short","5","0",6.8,192,"nm2312933","Clément Cogitore","1983",NA,"director,writer,actor"
"tt7897324","Laavaan Phere","Comedy","Comedy","movie","124","0",5.5,222,"nm2321771","Smeep Kang","1973",NA,"director,actor,writer"
"tt7858466","The Krays: Dead Man Walking","Action","Action,Crime","movie","79","0",3,266,"nm2329727","Richard John Taylor","1985",NA,"director,writer,producer"
"tt8692346","Random Knowledge","Comedy","Comedy,Short","short","17","0",5.6,6,"nm2330862","Michael Charron","1979",NA,"writer,director,producer"
"tt8938988","Bonus","Drama","Drama,Music","tvSeries","41","0",4.1,25,"nm2332369","Valeriya Gay Germanika","1984",NA,"director,writer,actress"
"tt8804852","Trigger Finger!","Drama","Drama,Short","short","16","0",6.3,12,"nm2339680","Nick Nevern","1980",NA,"actor,director,writer"
"tt7986916","Elektrika diena","Animation","Animation,Comedy,Drama","short","9","0",6.3,124,"nm2341926","Vladimir Leschiov","1970",NA,"director,writer,animation_department"
"tt8393686","Içerdekiler","Drama","Drama","movie","115","0",5.8,246,"nm2345855","Hüseyin Karabey","1970",NA,"producer,director,writer"
"tt9349046","Umbilical World","Animation","Animation,Comedy,Drama","movie","79","0",7.7,118,"nm2346983","David Firth","1983",NA,"director,actor,writer"
"tt9351082","UP","Animation","Animation,Comedy,Horror","tvEpisode","4","0",8.1,17,"nm2346983","David Firth","1983",NA,"director,actor,writer"
"tt10520820","Devolver Digital - Big Fancy Press Conference 2018","Comedy","Comedy,Horror,Sci-Fi","short","21","0",8.8,12,"nm2353686","Don Thacker","1979",NA,"director,writer,editor"
"tt8959822","Memories","Documentary","Documentary","movie","63","0",7.8,11,"nm2356619","Jésus Castro","1973",NA,"director,writer,editor"
"tt6821870","Chihayafuru: Musubi","Comedy","Comedy,Drama,Romance","movie","128","0",7.2,664,"nm2357225","Norihiro Koizumi","1980",NA,"director,writer"
"tt8912686","Misguided","Horror","Horror,Short","short","10","0",7.2,6,"nm2359381","Ben Botwick","1984",NA,"miscellaneous,writer,director"
"tt9574822","Pat a Mat znovu v akci","Animation","Animation,Family","movie","75","0",6.9,42,"nm2365242","Marek Benes","1960",NA,"director,writer,miscellaneous"
"tt6170506","Beast of Burden","Action","Action,Crime,Drama","movie","89","0",3.6,3136,"nm2376562","Jesper Ganslandt","1978",NA,"director,writer,editor"
"tt7920978","Sahsiyet","Crime","Crime,Drama,Mystery","tvSeries","60","0",9,44934,"nm2380484","Onur Saylak","1977",NA,"actor,director,writer"
"tt10908346","Nie taki znowu Swiety Mikolaj","Comedy","Comedy","movie","72","0",2.9,17,"nm2382963","Piotr Matwiejczyk","1980",NA,"writer,director,actor"
"tt10908222","Swirniety Mikolaj","Comedy","Comedy","movie","72","0",5,8,"nm2382963","Piotr Matwiejczyk","1980",NA,"writer,director,actor"
"tt10792696","Voo Doo Tata","Comedy","Comedy","movie","82","0",5.1,12,"nm2382963","Piotr Matwiejczyk","1980",NA,"writer,director,actor"
"tt10043732","Oblepikhovoe leto","Biography","Biography,Drama","movie","87","0",6,46,"nm2384583","Viktor Alfyorov","1977",NA,"actor,director,writer"
"tt6219314","The Party's Just Beginning","Comedy","Comedy,Drama","movie","91","0",6.1,2392,"nm2394794","Karen Gillan","1987",NA,"actress,director,writer"
"tt2600444","Krzyzacy","Documentary","Documentary","movie","53","0",6.4,16,"nm2394934","Krzysztof Talczewski","1959","2022","director,writer,producer"
"tt6986606","Joel","Crime","Crime,Horror,Thriller","movie","85","0",4.2,228,"nm2399064","John R. Hand","1979",NA,"director,editor,writer"
"tt8328418","Enissa Amani: Ehrenwort","Comedy","Comedy","tvSpecial","60","0",5.6,201,"nm2402482","Max Amini","1981",NA,"actor,director,producer"
"tt7881542","Happy Phirr Bhag Jayegi","Comedy","Comedy","movie","136","0",4.5,1463,"nm2414127","Mudassar Aziz","1983",NA,"writer,music_department,director"
"tt9097832","The Museum of Forgotten Triumphs","Documentary","Documentary","movie","85","0",6.2,36,"nm2426195","Bojan Bodruzic","1980",NA,"editor,cinematographer,producer"
"tt8598960","Dooley's Not Dooby","Music","Music,Short","video","4","0",9.1,15,"nm2429534","Scott Allen Nollen","1963","2021","editor,producer,director"
"tt8598958","Aflah and Amat's Crew","Music","Music,Short","video","5","0",8.1,15,"nm2429534","Scott Allen Nollen","1963","2021","editor,producer,director"
"tt8401098","4 Years in 10 Minutes","Documentary","Documentary","movie","63","0",8.1,25,"nm2459801","Mladen Kovacevic","1979",NA,"producer,director,writer"
"tt8210516","Hover","Sci-Fi","Sci-Fi","movie","86","0",3.7,640,"nm2470867","Matt Osterman","1978",NA,"director,producer,writer"
"tt8904630","Watergate","Documentary","Documentary,History","tvSeries","260","0",7.8,369,"nm2480587","Charles Ferguson","1955",NA,"producer,director,writer"
"tt8898240","The Key to Enchanted Valley","Family","Family,Fantasy","video","90","0",6.2,8,"nm2488143","Oswaldo Montenegro","1956",NA,"director,writer,composer"
"tt6887162","Verlorene","Drama","Drama","movie","91","0",6.4,133,"nm2500839","Felix Hassenfratz","1981",NA,"director,writer,assistant_director"
"tt8565258","Prey","Short","Short,Thriller","short","7","0",8.6,15,"nm2514345","Acim Vasic","1982",NA,"camera_department,writer,director"
"tt6755366","Rossz versek","Comedy","Comedy,Drama","movie","97","0",7.5,2755,"nm2520391","Gábor Reisz","1980",NA,"director,writer,composer"
"tt8457256","Daddy","Drama","Drama,Short","tvShort","15","0",7.8,10,"nm2528965","Kacper Anuszewski","1982",NA,"actor,director,writer"
"tt8020640","Light Beings","Short","Short","short","3","0",5.1,74,"nm2533283","Bat for Lashes","1979",NA,"soundtrack,composer,actress"
"tt8457058","Breathe","Drama","Drama,Short","short","20","0",8.3,16,"nm2546453","Mitch Yapko","1981",NA,"director,producer,assistant_director"
"tt9151172","Katachi no nai hone","Drama","Drama","movie","104","0",6.3,9,"nm2556450","Junji Kojima","1966",NA,"director,writer,producer"
"tt7923126","Tiggle Winks","Animation","Animation,Short","tvShort","8","0",6.5,23,"nm2570606","Myke Chilian","1981",NA,"writer,actor,art_department"
"tt9050312","Albert: The Power Behind Victoria","Drama","Drama","tvMovie","120","0",7.4,32,"nm2574778","Paul Olding","1973",NA,"director,producer,writer"
"tt8410932","Kaasan ga donna ni boku o kirai demo","Family","Family","movie","104","0",6.7,33,"nm2596052","Osamu Minorikawa","1972",NA,"director,writer"
"tt8523292","Vsechno bude","Adventure","Adventure,Comedy,Drama","movie","85","0",6.5,477,"nm2601092","Olmo Omerzu","1984",NA,"director,writer,actor"
"tt8390458","We Hope for a Blooming","Family","Family,Sport","movie","109","0",6.1,117,"nm2601775","Yûichirô Hirakawa","1972",NA,"director,producer,writer"
"tt10171520","Der Bach","Documentary","Documentary","tvMovie","44","0",7.9,8,"nm2606340","Jan Haft","1967",NA,"director,cinematographer,writer"
"tt8668312","Sensei Kunshu","Comedy","Comedy,Romance","movie","105","0",6,400,"nm2620778","Shô Tsukikawa","1982",NA,"director,writer,editor"
"tt15678824","ROT - Silent Hill","Horror","Horror,Mystery,Short","short","9","0",6.2,9,"nm2621817","Adrian Picardi","1987",NA,"director,writer,cinematographer"
"tt8339444","System Error","Documentary","Documentary","movie","95","0",7,293,"nm2623327","Florian Opitz","1973",NA,"director,writer,producer"
"tt6737776","Heart's Ease","Short","Short","short","15","0",8.8,16,"nm2623902","Jassa Ahluwalia","1990",NA,"actor,producer,director"
"tt8215958","Brown Rice","Music","Music,Short","short","5","0",9.1,21,"nm2624808","Eamon Foley","1993",NA,"actor,miscellaneous,director"
"tt9049152","After Dark","Adult","Adult,Drama","video","235","1",8.5,58,"nm2628347","Kayden Kross","1985",NA,"director,actress,writer"
"tt8888008","Abigail","Adult","Adult,Drama,Romance","video","220","1",8.7,28,"nm2628347","Kayden Kross","1985",NA,"director,actress,writer"
"tt7947364","Familienleben","Documentary","Documentary","movie","95","0",6.9,18,"nm2629994","Rosa Hannah Ziegler","1982",NA,"director,writer,editor"
"tt8846840","Introduzione all'oscuro","Documentary","Documentary","movie","71","0",5.9,72,"nm2644707","Gastón Solnicki","1978",NA,"producer,director,writer"
"tt9399400","Muga deitzen da Pausoa","Documentary","Documentary","movie","79","0",7.4,5,"nm2658805","Maider Oleaga","1976",NA,"director,writer,editor"
"tt8031410","Last One Screaming","Comedy","Comedy,Horror,Short","short","11","0",5.5,108,"nm2665279","Matt Devino","1984",NA,"editor,director,camera_department"
"tt7992310","Tokei Maru","Animation","Animation,Short","short","20","0",7.4,17,"nm2666787","Zachos Samoladas","1967",NA,"director,producer,writer"
"tt8917752","Joy","Drama","Drama","movie","99","0",6.6,1417,"nm2670854","Sudabeh Mortezai","1968",NA,"director,writer,producer"
"tt11417864","Wild Medicine: Animals' Superpowers","Documentary","Documentary","movie","52","0",6.7,6,"nm2671844","Heiko De Groot","1971",NA,"writer,director,cinematographer"
"tt9039518","Wälder unserer Erde","Documentary","Documentary","tvMovie","95","0",7.9,12,"nm2671844","Heiko De Groot","1971",NA,"writer,director,cinematographer"
"tt10107012","Beyond Blood","Documentary","Documentary","movie","92","0",7.4,25,"nm2686289","Masato Kobayashi","1973",NA,"writer,producer,director"
"tt9079952","Post Apocalyptic Commando Shark","Action","Action,Comedy","movie","82","0",3,147,"nm2713500","Sam Qualiana","1986",NA,"actor,miscellaneous,director"
"tt8299032","Povestea unui pierde-vara","Comedy","Comedy,Drama","movie","100","0",6.5,614,"nm2735137","Paul Negoescu","1984",NA,"producer,director,writer"
"tt8686074","Grandmother's Gold","Comedy","Comedy","movie","80","0",7.2,185,"nm2755723","Brian Jordan Alvarez","1987",NA,"actor,producer,director"
"tt8769244","Dragoste 2. America","Drama","Drama","movie","75","0",4.5,70,"nm2758521","Florin Serban","1975",NA,"producer,director,writer"
"tt7471534","Rejected","Drama","Drama","movie","91","0",7.1,14,"nm2760074","Zhanna Issabayeva","1968",NA,"director,writer,producer"
"tt6996854","Maj Doris","Documentary","Documentary","movie","73","0",8,28,"nm2760678","Jon Blåhed","1987",NA,"assistant_director,writer,director"
"tt9093008","Rounds","Crime","Crime,Drama,Short","short","27","0",5.8,5,"nm2765465","Samuel Alfred","1986",NA,"producer,director,editor"
"tt8442002","White Forehead 2","Adventure","Adventure,Comedy,Family","movie","90","0",4.3,88,"nm2777927","Seyed Javad Hashemi","1966",NA,"actor,director,writer"
"tt4326860","Clipped","Drama","Drama,Short,Thriller","short","11","0",8.4,5,"nm2796968","Jonny Flint","1989",NA,"cinematographer,editor,producer"
"tt8976474","Super Comfort","Comedy","Comedy,Drama,Short","short","15","0",6,80,"nm2798718","Kirsikka Saari","1973",NA,"writer,director,casting_department"
"tt8784472","Carol Alt's Living Room","Talk-Show","Talk-Show","tvSeries","60","0",8.6,11,"nm2811859","Rocco Leo Gaglioti","1977",NA,"producer,director,writer"
"tt6182828","The Circle","Drama","Drama,Short","short","7","0",6.7,446,"nm2833353","Sheldon Wong Schwartz","1983",NA,"director,producer,editor"
"tt4478416","The Runner of Pamplona","Drama","Drama,Short","short","25","0",9.4,5,"nm2840629","Steve Rahaman","1977",NA,"producer,director,editor"
"tt8142594","Katakomberna","Horror","Horror,Short","short","5","0",9.7,42,"nm2845962","Jani Jokinen","1983",NA,"producer,cinematographer,actor"
"tt8877172","Right Place Wrong Tim","Comedy","Comedy,Drama,Short","short","7","0",6.6,265,"nm2869309","Eros Vlahos","1995",NA,"actor,writer,director"
"tt8993186","Decadeless","Comedy","Comedy,Drama,Romance","short","11","0",5.4,9,"nm2874427","Aubrey Peeples","1993",NA,"actress,soundtrack,producer"
"tt9105088","Kaksha Gyaarvi","Comedy","Comedy","tvSpecial","74","0",8.3,1818,"nm2881024","Angshuman Ghosh","1985",NA,"director,miscellaneous,visual_effects"
"tt6142496","6 Balloons","Drama","Drama","movie","74","0",5.9,4421,"nm2903680","Marja-Lewis Ryan","1985",NA,"writer,producer,director"
"tt8517762","Wrong Number","Horror","Horror,Short","short","13","0",5.7,41,"nm2911521","Tiago Teixeira","1978",NA,"writer,director,editor"
"tt8911620","A Son Inherit","Drama","Drama,Short","short","14","0",7.9,9,"nm2916813","Michael Williams","1987",NA,"cinematographer,camera_department,producer"
"tt6888938","White Chamber","Drama","Drama,Horror,Sci-Fi","movie","89","0",4.4,1596,"nm2917649","Paul Raschid","1993",NA,"director,writer,actor"
"tt8761320","CraZy A$$ B!tche$","Action","Action,Crime,Short","short","25","0",8.4,59,"nm2928029","Deuandra T. Brown","1987",NA,"producer,director,actress"
"tt6729000","Tyrel","Comedy","Comedy,Drama","movie","86","0",5.5,1511,"nm2928364","Sebastián Silva","1979",NA,"writer,director,producer"
"tt6870932","Kisah Dua Jendela","Drama","Drama,Romance","movie","92","0",7.3,19,"nm2956970","Paul Agusta","1980",NA,"actor,director,writer"
"tt4537826","Ghosthunter","Documentary","Documentary","movie","96","0",7,128,"nm2969758","Ben Lawrence","1973",NA,"director,writer,producer"
"tt8022144","Mutiny","Horror","Horror,Short","short","15","0",6,9,"nm2974482","Alanah Rafferty","1992",NA,"actress,producer,assistant_director"
"tt6281038","Séamus","Drama","Drama,Short","short","6","0",6.5,6,"nm2977599","Gursimran Sandhu","1986",NA,"miscellaneous,writer,director"
"tt8012346","F*ck","Comedy","Comedy,Drama,Short","short","10","0",6.2,44,"nm2977667","Danny Morgan","1983",NA,"actor,writer,director"
"tt11141284","Psycho series review","Crime","Crime,Documentary,Horror","short","13","0",7.2,15,"nm3005544","James Rolfe","1980",NA,"writer,producer,director"
"tt9198440","The Rogues of Flat Oak","Drama","Drama,Western","movie","94","0",7,23,"nm3008388","Michael Fredianelli","1980",NA,"editor,actor,writer"
"tt8146710","Home Free","Drama","Drama,Thriller","movie","112","0",6.8,37,"nm3008388","Michael Fredianelli","1980",NA,"editor,actor,writer"
"tt7954100","Zero to Heaven","Action","Action,Comedy,Fantasy","movie","90","0",7.4,11,"nm3008388","Michael Fredianelli","1980",NA,"editor,actor,writer"
"tt8811440","Year Eight","Drama","Drama","movie","99","0",7.5,16,"nm3008388","Michael Fredianelli","1980",NA,"editor,actor,writer"
"tt8956390","Rojo","Drama","Drama,Mystery,Thriller","movie","109","0",6.4,2730,"nm3028737","Benjamín Naishtat","1986",NA,"director,writer,editor"
"tt7522146","Necromurder","Short","Short,Thriller","short","30","0",7.5,17,"nm3037358","Pablo C. Vergara","1982",NA,"producer,director,editor"
"tt8678076","Kyoukaishi","Drama","Drama","movie","114","0",6.9,30,"nm3040914","Dai Sakô","1971",NA,"writer,director,editor"
"tt8685250","Moterys meluoja geriau. Robertelis","Comedy","Comedy","movie","93","0",5.3,200,"nm3046770","Andrius Ziurauskas","1976",NA,"actor,director"
"tt8726098","Tarde Para Morir Joven","Drama","Drama","movie","110","0",6.4,1379,"nm3049622","Dominga Sotomayor","1986",NA,"producer,director,writer"
"tt8661724","Doctor Slime","Comedy","Comedy,Horror,Short","short","2","0",4.5,72,"nm3051438","John H. Shelton","1979",NA,"director,producer,editor"
"tt6751106","Plan B","Comedy","Comedy,Drama,Romance","movie","85","0",5.8,364,"nm3070908","Kinga Debska","1969",NA,"director,writer,assistant_director"
"tt8304718","Dear You","Drama","Drama,Short","short","5","0",9.8,5,"nm3077071","Kathryn Prescott","1991",NA,"actress,director,writer"
"tt9083624","Dimi Deyanski","Biography","Biography,Documentary,Short","short","3","0",8.5,6,"nm3078267","Kevork Aslanyan","1985",NA,"director,writer,editor"
"tt8610880","Mama","Drama","Drama,Short","short","19","0",7.4,7,"nm3086049","Vladimir Kott","1973",NA,"director,writer,actor"
"tt8005338","Chris Rock: Tamborine","Comedy","Comedy","tvSpecial","98","0",6.6,7373,"nm3102998","Bo Burnham","1990",NA,"actor,writer,soundtrack"
"tt2570500","Fonotune: An Electric Fairytale","Adventure","Adventure,Comedy,Drama","movie","74","0",6.8,437,"nm3121604","FINT","1985",NA,"director,writer,editor"
"tt9354076","La Carrera","Short","Short","short","8","0",6.1,11,"nm3124865","Iván Noel","1968","2021","director,writer,composer"
"tt7938492","Rechazados","Drama","Drama,Fantasy","movie","88","0",6.5,84,"nm3124865","Iván Noel","1968","2021","director,writer,composer"
"tt7392244","Kaybedenler Kulübü Yolda","Drama","Drama","movie","96","0",5.7,2866,"nm3133017","Mehmet Ada Öztekin","1975",NA,"director,writer,producer"
"tt9174880","Aden","Drama","Drama,Thriller","movie","97","0",5.8,326,"nm3146762","Baris Atay","1981",NA,"actor,director,producer"
"tt8831298","Contra a Parede","Drama","Drama","tvMovie","93","0",7.4,51,"nm3157754","Paulo Pons","1975",NA,"director,writer,producer"
"tt6312802","Dry Martina","Comedy","Comedy,Drama","movie","95","0",5.8,1108,"nm3158460","Che Sandoval","1985",NA,"writer,director,actor"
"tt6210328","Het nieuwe Artis","Documentary","Documentary","movie","90","0",6.7,12,"nm3159377","Willemiek Kluijfhout","1971",NA,"director,writer,script_department"
