,energy_100g,fat_100g,saturated-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,vitamin-a_100g,vitamin-c_100g,calcium_100g,iron_100g,score
3872,439.0,4.5,1.3,0.0170618081180811,0.0,6.25,0.5,2.7,8.5,0.83,0.326771653543307,0.0003655755488592,0.0151837524177949,0.190053050397878,0.0075325641025641,A
30169,1034.0,13.0,5.1,0.0025663980901223,0.0,17.0,1.2,1.2,15.0,0.99,0.389763779527559,6.332307692307693e-05,0.0457142857142857,0.2559756097560975,0.0060599451303155,D
13576,102.5,1.2,0.055,0.0800970873786407,0.0001704139900071,22.42,4.465,0.135,0.185,0.16,0.0629921259842519,6.185496183206107e-05,0.0072861460957178,0.0861290322580645,0.0012435986159169,B
21734,552.0,10.72,5.0,0.8525073746312685,0.000781537176274,38.64,10.1,0.0,6.1,0.3,0.118110236220472,0.0002922188591385,0.0661772151898734,0.29575,0.00685,C
48537,1015.0,20.0,8.0,0.1428571428571428,0.0174386365591397,2.7,1.5,1.9,14.0,2.2,0.866141732283465,0.0005575262054507,0.0641114457831325,0.3805882352941176,0.0070980223559759,E
5926,569.0,7.699999999999999,0.4,0.0006420765027322,0.0,17.6,2.1,1.5,13.0,0.8699999,0.342519645669291,0.0006629916142557,0.0082567567567567,0.1172330827067669,0.0028508359133126,A
22034,703.0,0.1,0.0,1.0,0.0006562238930659,40.0,40.0,1.5,0.4,0.01,0.0039370078740157,0.0002454202561117,0.02,0.6352222222222221,0.007,C
15094,328.0,3.2,2.7,0.4894822006472491,0.0015248037116345,7.7,0.9,1.3,4.0,0.83,0.326771653543307,0.0001295394321766,0.0141186440677966,0.2053333333333333,0.0083916049382716,B
43110,1577.0,13.4,1.3,0.0,0.0,58.6,37.2,0.0,4.5,1.05,0.413385826771654,0.0003776797153024,0.0,0.4326353790613718,0.0060110429447852,D
16559,1477.0,3.475,1.0,0.0360401002506265,0.0739580419580419,4.0,1.0,1.0,7.0,0.9,0.354330708661417,9.856129032258064e-05,0.0131096952908587,0.1715714285714285,0.0028488721804511,B
29171,990.0,12.0,2.1,0.2465753424657534,0.0463982417582417,26.0,0.4,1.1,5.6,0.77,0.303149606299213,0.000442909090909,0.0011531531531531,0.4320833333333333,0.0036080536912751,C
18460,322.0,0.0099999999999999,1.6,0.4608030592734225,0.0029212121212121,15.4,1.1,0.0,1.6,1.0,0.393700787401575,5.201438848920864e-05,0.029,0.2366666666666666,0.0102903881700554,C
42290,1920.0,22.866666666666667,1.6,0.476605504587156,0.0,39.43333333333333,60.0,4.5,7.6,1.8,0.708661417322835,4.173399014778325e-06,0.0084413793103448,0.609,0.011378125,D
43693,2092.0,27.56,10.7,0.4743589743589743,0.0098666666666666,55.36,50.0,0.0,11.9,2.2,0.866141732283465,0.0001779032258064,0.0,0.0891536082474226,0.0016948453608247,E
21801,462.0,0.0,0.0,0.9513274336283186,0.0007535505430242,26.6,22.3,0.3,0.3,0.04,0.015748031496063,0.0002817671711292,0.0254683544303797,0.1923076923076923,0.0046290322580645,C
16538,623.0,2.76,0.6,0.0370927318295739,0.0763076923076923,21.6,0.5,0.0,6.2,0.86,0.338582677165354,0.0001001193548387,0.0126326869806094,0.1586842105263158,0.0031765037593984,B
18711,155.0,4.72,1.6,0.9407265774378584,0.0059636363636363,0.6,4.6,1.0,0.7,0.63,0.248031496062992,0.0001061870503597,0.0208260869565217,0.7415841584158416,0.021007763401109,C
7205,445.0,1.1,0.4,0.0,0.0,12.9,1.5,5.5,8.3,0.43,0.169291338582677,3.659382151029748e-05,0.0127404255319148,0.12,0.0032431168831168,A
45236,1796.0,20.0,11.0,0.1,0.1229801474758933,56.0,53.0,0.0,4.4,0.08,0.031496062992126,0.0004246634026927,0.056829044117647,0.3175,0.0061725,E
48494,2188.0,29.0,10.0,0.0642857142857142,0.0180023218637992,58.0,57.0,3.4,6.0,0.127,0.05,0.0005638364779874,0.0670903614457831,0.4307692307692308,0.0073013757523645,E
30115,799.0,13.8,4.2,0.0009549388242315,0.0,53.25,0.8,0.0,13.0,1.6,0.62992125984252,2.843076923076923e-05,0.0205247813411078,0.1584,0.0165853658536585,D
31781,1389.0,0.6,0.1,0.0506714413607878,0.0,77.0,43.0,0.0,6.6,0.03,0.0118110236220472,0.00037488317757,0.0727027972027972,0.8504918032786886,0.0063410404624277,D
17520,0.0,3.005,0.0,0.1393442622950819,0.0076821621621621,13.9,0.0,0.0,0.0,0.0095,0.0037401574803149,7.400719424460433e-05,0.0080402877697841,0.1459322033898305,0.0019086956521739,B
8557,143.0,1.6,0.4,0.0,0.0,3.2,2.5,0.8,1.3,0.379999999999999,0.149606299212598,4.108695652173915e-06,0.006576923076923,0.12,0.0077286585365853,A
45717,1170.0,18.0,12.0,0.1,0.1077016449234259,19.0,2.9,0.8,10.0,1.4,0.551181102362205,0.0002921970624235,0.0398820465686274,0.1839393939393939,0.0029109677419354,E
221,334.0,1.9,0.4,0.0002214022140221,0.0198998998998999,10.8,5.6,4.55,3.0,0.4,0.15748031496063,0.0001583800851063,0.0603179487179487,0.0471724137931034,0.0015999999999999,A
48177,2113.0,24.0,14.0,0.457965379494008,0.0161686958762886,66.0,47.0,1.9,5.3,0.49,0.192913385826772,0.0005584937238493,0.0395205538461538,0.1251239669421487,0.0065775244299674,E
13596,314.0,3.0,1.6,0.0854908306364616,0.0001882583868665,10.9,7.7,1.5,0.7,0.02,0.0078740157480315,0.0002188235294117,0.00792,0.0580434782608695,0.0013333333333333,B
338,487.0,3.7,0.8,0.0007610701107011,0.0187287287287287,0.0,0.0,1.04,20.6,0.15,0.0590551181102362,0.0001597940425531,0.0532929487179487,0.1866551724137931,0.0039666666666666,A
4291,325.0,0.6,0.1,0.0189944649446494,0.0,0.0,0.0,0.0,17.7,0.1778,0.07,0.0003044300473525,0.0177455555555555,0.1492594752186588,0.8333518367346937,A
47040,1142.0,18.0,7.5,0.2860927152317881,0.0575818181818181,1.0,0.5,0.0,27.0,5.9,2.32283464566929,0.0001876363636363,0.00875,0.2659162561576355,0.0019982142857142,E
10391,159.0,1.3285714285714283,0.3,0.0,0.0092225609756097,3.928571428571429,2.5,1.1,1.0,0.73,0.28740157480315,0.00012,0.0185054545454545,0.0665945945945946,0.0048851851851851,B
17590,1456.0,2.14,0.2,0.0,0.0052619047619047,68.28,0.2,0.7,6.8,0.0,0.0,3.32158273381295e-05,0.0036086330935251,0.09,0.002574193548387,B
50779,3008.0,50.2,6.0,0.2479784366576819,0.0167708920187793,17.3,0.1,0.0,12.0,2.1,0.826771653543307,0.000605401459854,0.0775633423180593,0.2833780918727915,0.0087329493087557,E
31300,2643.0,58.0,6.5,0.036317517159057,0.0,5.0,3.3,9.5,24.0,0.98,0.385826771653543,0.0003312594458438,0.057298,0.4556089743589743,0.0079698492462311,D
6034,381.0,0.8,0.5,0.0273134328358208,0.0,4.7,0.9,3.9,16.0,0.4,0.15748031496063,0.0003955953878406,0.0072372881355932,0.0656923076923077,0.0034,A
16125,248.0,1.2,0.8,0.1609806835066864,0.0024446823697359,10.0,0.5,1.4,1.3,0.73,0.28740157480315,0.0001307612903225,0.010125,0.154916129032258,0.0015490657439446,B
31729,930.0,16.1,6.95,0.0491196657714115,0.0,0.7,0.7,0.0,19.0,1.55,0.610236220472441,0.0003080607476635,0.0768846153846153,0.7993442622950819,0.0060404624277456,D
13409,387.0,2.7,1.8,0.035059331175836,2.1413276231263384e-05,11.6,10.2,0.0,5.3,0.1,0.0393700787401575,0.0001427484802431,0.01208161209068,0.1591666666666666,0.0036705882352941,B
42057,2025.0,15.242857142857144,11.48,0.3697247706422019,0.0,38.0,19.7,5.4,6.9,0.4,0.15748031496063,4.2403405370006544e-05,0.0130234657039711,0.388381443298969,0.0097522123893805,D
30418,2337.0,36.8,9.4,0.0099970158161742,0.0,49.4,4.75,1.6666666666666667,6.1,0.18,0.0708661417322834,0.0002209059829059,0.1593086956521739,0.456775,0.0067089163237311,D
33615,1065.0,0.5,0.1,0.0,0.0348776050281177,61.5,61.5,0.0,0.5,0.04,0.015748031496063,0.0005459504132231,0.0530464824120602,0.5524634146341464,0.006795744680851,D
40511,1000.0,19.75,7.3,0.0811094452773613,0.0,1.25,0.8,0.0,15.0,1.5,0.590551181102362,0.0003295822454308,0.0318947368421052,0.3049302325581395,0.0061304347826086,D
15568,1460.0,0.5,0.2,0.3513372956909361,0.0019477159172019,77.0,0.3,0.5,7.0,0.127,0.05,6.484615384615386e-05,0.0076057692307692,0.12,0.0028209677419354,B
27306,205.0,0.1,0.1,0.1479628305932808,0.0410663942798774,11.2,11.0,0.1,0.6,0.03,0.0118110236220472,0.0002227102803738,0.0124087591240875,0.1489830508474576,0.0028531914893617,C
35375,2107.0,21.5,7.0,0.1508359133126935,0.050123178807947,62.2,2.0,7.5,11.4,2.0701,0.815,0.0004447829993089,0.0284075163398692,0.22,0.0073424242424242,D
39539,1152.0,23.0,16.0,0.0449934980494148,0.0028276553106212,0.7,0.7,0.0,17.0,2.2,0.866141732283465,0.0002322976501305,0.0436191726854891,0.9077183098591548,0.0026697435897435,D
13084,488.0,4.3,2.4,0.0,0.00032674571805,15.3,13.1,1.0,4.2,0.15,0.0590551181102362,0.0001573191489361,0.0214141057934508,0.12,0.0029171260997067,B
12858,500.0,6.3,2.8,0.0,0.0006245059288537,10.2,0.5,1.2,5.0,0.64,0.251968503937008,0.0001674513677811,0.0279037783375314,0.12,0.0019037857142857,B
25109,170.0,0.0,0.0,0.4457013574660633,0.0150548302872062,10.0,9.5,0.0,0.0,0.00762,0.003,0.0002538063660477,0.0211196911196911,0.1728813559322033,0.0065339805825242,C
44981,1728.0,41.0,18.0,0.1407041198501872,0.1274545454545454,1.2,1.2,0.0,9.7,1.2,0.47244094488189,0.0006143815789473,0.061797385620915,0.7595394736842105,0.0055143884892086,E
45579,2089.0,52.0,24.0,0.1,0.1120850822461713,3.9,0.8,0.0,5.8,1.27,0.5,0.0003302019583843,0.0447441789215686,0.163030303030303,0.012292654028436,E
21695,1138.0,6.9,0.1,0.7949852507374631,0.000797827903091,29.4,14.3,0.0,0.5,0.01,0.0039370078740157,0.000298302677532,0.0248,0.2604716981132076,0.0073923076923076,C
15830,741.0,7.766666666666667,0.8,0.2617979197622585,0.0021814775160599,8.166666666666668,2.1,1.3,13.3,1.25,0.492125984251969,7.507734806629834e-05,0.0065625,0.12,0.0015178807947019,B
20721,187.0,0.0,0.0,0.5160142348754448,0.0,11.0,10.0,0.0,0.0,0.0,0.0,0.00012,0.0203333333333333,0.3737499999999999,0.0071086956521739,C
27787,71.0,0.2,0.1,0.0,0.0166404990403071,3.0,1.1,0.0,0.7,0.12,0.047244094488189,6.133064516129033e-05,0.0503862068965517,0.1674117647058823,0.0028148818897637,C
19893,194.0,0.1,0.0,0.4293264248704663,0.0030757281553398,10.1,9.9,0.0,0.4,0.16,0.062992125984252,0.0004068127053669,0.034,0.9142857142857144,0.0072637964774951,C
30315,1239.0,17.6,8.3,0.0069233064756789,0.0,28.1,3.7,1.4,5.8,1.27,0.5,0.0001576615384615,0.1138192419825073,0.1669512195121951,0.0064404663923182,D
16052,238.0,2.1500000000000004,2.0,0.18592867756315,0.0023795503211991,4.25,3.5,1.9,1.6,0.9,0.354330708661417,0.0001361774193548,0.011765625,0.1356064516129032,0.0022664359861591,B
37329,1184.0,2.3,16.0,0.920314253647587,0.0040824324324324,1.2333333333333334,1.0,0.0,13.5,0.76,0.299212598425197,0.0002217016759776,2.605502063273728e-05,0.6945488721804511,0.0104480818414322,D
25448,450.0,3.8,0.3,0.0622171945701356,0.0287741514360313,11.0,2.3,0.0,7.2,1.5,0.590551181102362,0.0002942705570291,0.0364347826086956,0.1772588235294117,0.0079806451612903,C
18627,481.0,3.06,7.3,0.780114722753346,0.0049454545454545,17.88,10.0,0.0,7.6,0.0899999999999999,0.0354330708661417,8.805755395683453e-05,0.0244782608695652,0.7933333333333333,0.0174210720887245,C
28597,573.0,2.16,4.1,0.064926590538336,0.0,3.5200000000000005,11.5,0.0,3.8,0.19,0.0748031496062992,0.0001821249211356,0.0352105263157894,0.1520746887966804,0.0051676348547717,C
45559,1849.0,32.0,14.0,0.1,0.1127203630175836,56.0,32.0,0.0,6.0,0.66,0.259842519685039,0.0003357099143206,0.0454488357843137,0.16,0.0139087677725118,E
41717,1414.0,27.066666666666663,1.0,0.2137614678899082,0.0,30.700000000000003,41.0,7.0,18.0,1.0,0.393700787401575,0.0001203339882121,0.0369584837545126,0.4060931506849315,0.0082477876106194,D
