,energy_100g,fat_100g,saturated-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,vitamin-a_100g,vitamin-c_100g,calcium_100g,iron_100g,score
29676,2230.0,60.0,12.0,1.0,0.0,0.5,0.5,0.6665,0.5,0.51,0.200787401574803,0.0008,0.0227361563517915,0.1268279816513761,0.00683749235474,C
6778,1502.0,1.65,0.3,0.0,0.0,43.75,0.5,1.2,6.6,0.008,0.0031496062992126,7.769073569482288e-05,0.0277216216216216,0.12,0.0036610169491525,A
917,1527.0,2.0,0.35,0.0034317343173431,0.0129329329329329,72.0,3.7,3.6,13.0,0.01,0.0039370078740157,0.0001667913191489,0.0185282051282051,0.065563492063492,0.0011117021276595,A
50979,2195.0,31.0,15.0,0.0,0.0,55.0,0.9,3.5,5.0,1.7526,0.69,0.0006564963503649,0.0869074573225516,0.0972455371900826,0.0041046728971962,E
11910,1159.0,1.2,0.3,0.0,0.0069611890999174,53.4,7.4,0.0,10.6,0.78,0.307086614173228,0.000312899408284,0.0125409836065573,0.1972058823529411,0.0044922413793103,B
32636,1011.0,21.2,8.0,0.0761862130707251,0.0118842209725438,2.3,1.6,0.0,11.0,1.6,0.62992125984252,0.0006746952908587,0.0481724137931034,0.5977551020408163,0.0120331564986737,D
43345,841.0,7.5,5.1,0.7543859649122807,0.0,25.0,22.0,0.0,2.5,0.09,0.0354330708661417,0.0008,0.0,0.9446718146718148,0.005091156462585,D
37597,1396.0,0.4,0.4,0.6195286195286195,0.0,75.8,68.3,0.0,4.2,0.025,0.0098425196850393,0.0001840697674418,1.7539477303989e-05,0.4391125,0.0098571428571428,D
48961,1697.0,13.3,12.1,0.0692063492063492,0.0118804372759856,54.2,54.2,3.3,15.1,0.6,0.236220472440945,0.0005016293279022,0.0347379518072289,0.1311764705882352,0.0050928632846087,E
48134,1475.0,27.0,11.0,0.493693741677763,0.0155564261168384,4.0,3.3,0.0,24.0,3.7,1.45669291338583,0.0005369037656903,0.0468960461538461,0.1802066115702479,0.0067456026058631,E
47604,2099.0,52.0,20.0,0.8814414414414415,0.0194697452229299,2.4,0.0,0.7000000000000001,7.9,1.0,0.393700787401575,0.000348254658385,0.0226271211180124,0.0904939490445859,0.0029585403726708,E
2071,787.0,4.6,0.5,0.0087546125461254,0.0013813813813813,25.0,3.5,3.7,9.9,1.2,0.47244094488189,0.000354,0.0130882011605415,0.12,0.0035877685950413,A
46996,1969.0,20.8,13.7,0.3055187637969095,0.0603818181818181,64.7,32.3,0.0,5.3,0.6,0.236220472440945,0.0001556363636363,0.0076841085271317,0.2227832512315271,0.0018279761904761,E
9010,1448.0,0.8666666666666667,0.3,0.0,0.0,80.46666666666667,2.5,7.0,12.0,0.03,0.0118110236220472,0.0003534972677595,0.0171491228070175,0.0979411764705882,0.003,A
13260,427.0,1.8,0.3,0.0,9.486166007905133e-05,18.0,11.0,0.2,3.1,0.15,0.0590551181102362,0.0001494285714285,0.016360201511335,0.12,0.0050384164222873,B
49019,2096.0,22.0,13.0,0.063068783068783,0.011120117562724,66.7090909090909,43.0,2.7,4.6,0.63,0.248031496062992,0.000504582484725,0.0307198795180722,0.125826923076923,0.0048185726569217,E
11192,700.0,7.3,0.9,0.0,0.0,18.0,4.9,2.5,6.1,0.779999999999999,0.307086614173228,0.0006828037383177,0.0204923076923076,0.12,0.0040692783505154,B
45221,2297.0,36.66666666666666,23.0,0.1011535580524344,0.1234566080544526,51.333333333333336,60.0,0.0,3.5,0.157,0.0618110236220472,0.000428794369645,0.0573575367647058,0.38,0.00716,E
41891,1728.0,27.65,3.9,0.2935779816513761,0.0,39.333333333333336,23.0,3.9,8.8,0.88,0.346456692913386,8.045186640471516e-05,0.0247093862815884,0.2745205479452055,0.0090176991150442,D
9637,637.0,0.1,0.1,0.0,0.0443695652173913,61.8,0.1,0.7,0.1,0.254,0.1,0.0001365714285714,0.0125561797752809,0.1175757575757575,0.019952808988764,B
34739,791.0,13.6,7.2,0.0,0.0612765464770095,4.6,3.5,0.0,10.0,0.499999999999999,0.196850393700787,0.0005034602626123,0.0485683006535947,0.567603305785124,0.007,D
44853,2090.0,27.0,12.0,0.1617977528089887,0.1178716577540107,55.0,6.4,3.0,9.0,1.85,0.728346456692913,0.0005467324561403,0.0631917211328976,0.1575268817204301,0.0025060773480662,E
4475,505.0,1.6,0.3,0.0198431734317343,0.0,21.8,3.3,2.8,3.1,0.4572,0.18,0.000277578562204,0.0188485465116279,0.1213644314868804,0.0025926630434782,A
5284,1552.0,2.5,0.4,0.0094125683060109,0.0,70.0,3.0,6.0,13.0,0.0254,0.01,0.0008630635324015,0.0598473333333333,0.12,0.0062929577464788,A
3121,418.0,0.1,0.1,0.0135977859778597,0.0006721804511278,2.95,0.88,3.1,1.3,0.7699999,0.303149566929134,0.0004751704692208,0.0133323699421965,0.1227338129496402,0.0058198910081743,A
11177,657.0,0.5,0.2,0.0,0.0,33.0,0.0,2.4,3.4,1.0,0.393700787401575,0.0006351401869158,0.0191076923076923,0.12,0.0039782621502209,B
9383,967.0,2.7857142857142856,2.5,0.0,0.0,26.4,0.7,4.5,13.5,1.2,0.47244094488189,3.58565737051793e-05,0.0007894736842105,0.0493724137931034,0.0033767741935483,A
52199,1950.0,6.799999999999999,9.1,0.0084070796460176,0.0660883448275862,60.675,7.7,0.0,8.1,7.599999,2.99212559055118,0.0,0.0,0.6041951219512196,0.0014610271903323,E
20092,2490.0,39.0,4.0,0.396078431372549,0.0,54.0,0.4,4.0,6.0,1.3462,0.53,0.000501626506024,0.087408,0.2420252525252525,0.0023939393939393,C
466,73.0,0.1,0.0,0.0013514760147601,0.0174474474474474,1.6,1.1,2.5,1.3,0.75,0.295275590551181,0.0001613409361702,0.0456074786324786,0.1290243902439024,0.0035547368421052,A
22288,335.0,3.733333333333333,0.1,1.0,0.0005501253132832,20.3,20.0,0.0,0.1,0.01,0.0039370078740157,0.0002057974388824,0.02,0.9796206896551723,0.008312,C
41654,1862.0,15.0,4.0,0.1848623853211009,0.0,68.0,30.0,3.3,7.3,1.2,0.47244094488189,0.0001347740667976,0.0413935018050541,0.453731506849315,0.008,D
22865,180.0,0.0,0.0,1.0,0.0003091060985797,10.0,10.0,0.0,0.6,0.0,0.0,0.00012,0.02,0.1356419437340153,0.00604,C
10611,485.0,7.0,0.6,0.0,0.0058689024390243,8.5,1.5,1.5,4.0,0.9,0.354330708661417,0.00010684,0.0230210526315789,0.0929288389513108,0.0043197132616487,B
23650,200.0,0.0,0.0,1.0,7.576866764275256e-05,11.0,8.0,0.0,0.7,0.00508,0.002,0.00012,0.042,0.13066875,0.0036832848837209,C
13038,256.0,4.1,0.4,0.0,0.0003873517786561,4.3,3.4,0.5,1.6,0.01,0.0039370078740157,0.0001593814589665,0.0227350125944584,0.12,0.002362697947214,B
3099,577.0,1.625,0.9,0.0134963099630996,0.0006556390977443,10.5,0.5,2.3,6.3,0.47,0.18503937007874,0.0004783809728798,0.0132687861271676,0.1211510791366906,0.0061975476839237,A
1247,360.0,5.0,0.5,0.0049538745387453,0.0096296296296296,7.5,4.0,5.9,1.5,0.01,0.0039370078740157,0.0001707794042553,0.0153118279569892,0.0669090909090909,0.0019903225806451,A
36469,1054.0,32.06666666666666,0.0,0.2220599250936329,0.0160620608899297,6.1000000000000005,47.0,0.0,1.5,0.03,0.0118110236220472,0.0003438507256392,7.467494145199064e-05,0.3042635658914728,0.0026011475409836,D
27244,403.0,0.5,0.2,0.1922802001429592,0.0381532175689479,0.5,0.5,0.5,22.0,1.7,0.669291338582677,0.000202429906542,0.0160291970802919,0.0974081632653061,0.0023914893617021,C
8480,543.0,3.0,1.0,0.0,0.0,18.0,1.5,3.0,6.0,0.6,0.236220472440945,5.958810068649888e-06,0.0095384615384615,0.12,0.0098414634146341,A
13470,1423.0,3.066666666666667,0.2,0.0515102481121898,7.583868665239114e-05,53.03333333333333,0.55,0.0,4.5,0.14,0.0551181102362205,0.0001273969465648,0.0103299748110831,0.1519047619047619,0.0027840830449826,B
12688,1479.0,1.1,0.3,0.0,0.0008484848484848,77.0,0.0,2.5625,7.6,0.0,0.0,0.0001750729483282,0.0261507936507936,0.1696774193548387,0.0030504183673469,B
36995,555.0,5.5,2.2,0.0159904153354632,0.0169459459459459,1.7,1.4,1.1333333333333333,19.0,2.3,0.905511811023622,0.0002750670391061,3.666767537826685e-05,0.8828217054263566,0.0144285714285714,D
20354,874.0,11.85,6.3,0.951364175563464,0.0,10.5,0.0,0.0,18.5,0.18,0.0708661417322835,0.0006703255813953,0.015356626506024,0.144375,0.0022224719101123,C
28997,448.0,3.4,2.2,0.3789954337899544,0.0366083516483516,15.7,10.0,0.5,3.0,0.09,0.0354330708661417,0.0003163636363636,0.0027207207207207,0.15,0.0113666666666666,C
6401,1159.0,2.1,0.6,0.0,0.0,53.0,1.2,2.6,9.8,0.04,0.015748031496063,0.000147029972752,0.0108586278586278,0.12,0.0027954022988505,A
21004,885.0,9.2,1.4,0.1803084223013048,0.0003970588235294,23.2,2.4,0.0,7.8,1.21,0.476377952755905,0.0002466909090909,0.0237579908675799,0.5555185185185185,0.010675208913649,C
11191,1251.0,7.656666666666666,1.2,0.0,0.0,12.068,2.1,1.6,9.1,1.0,0.393700787401575,0.0006796261682242,0.0204,0.12,0.0040632106038291,B
31853,1560.0,0.5,0.1,0.0528200537153088,0.0,91.0,56.0,0.0,0.5,0.06,0.0236220472440945,0.000467406542056,0.0669125874125874,0.921311475409836,0.006757225433526,D
49223,1251.0,21.62,17.0,0.0414814814814814,0.0084458896057347,58.88,1.7,0.0,18.0,1.5,0.590551181102362,0.0005149694501018,0.0288452830188679,0.1563062130177514,0.0038538263112639,E
26552,833.0,9.3,2.5,0.6869192280200143,0.0056384065372829,2.84,1.7,0.0,13.1,1.0,0.393700787401575,0.0003109967845659,0.02,0.3628363636363636,0.0076108808290155,C
40525,1640.0,11.75,12.0,0.0790104947526237,0.0,16.55,13.0,2.5,5.6,1.1,0.433070866141732,0.0003309834638816,0.0316240601503759,0.3080232558139535,0.0063023017902813,D
22281,709.0,7.0,4.3,1.0,0.0005530492898913,21.0,18.0,1.4,4.8,0.1,0.0393700787401575,0.0002068894062863,0.02,0.978896551724138,0.008088,C
23415,436.0,0.5,0.4,1.0,7.936507936507937e-05,24.3,24.2,0.5,0.3,0.0254,0.01,0.00012,0.0369325153374233,0.1741767441860465,0.0037598705501618,C
11862,205.0,0.9,0.1,0.0,0.0063666391412056,8.633333333333333,11.0,0.0,0.5,0.01,0.0039370078740157,0.0001041420118343,0.0070327868852459,0.12,0.0017198275862068,B
44048,1335.0,25.0,16.0,0.2944569288389513,0.0576042780748663,1.5,1.5,0.0,22.0,3.25,1.27952755905512,0.0001577498546511,0.001697238372093,0.1214059753954305,0.0026462055837563,E
9106,1515.0,1.8666666666666667,0.3,0.0,0.0,49.19999999999999,0.5,1.6,6.1,0.0,0.0,0.000453956284153,0.012938596491228,0.1224137931034482,0.003,A
14918,1414.0,0.0,0.0,0.442017259978425,0.0013677730192719,14.0,14.0,1.9,4.2,1.1,0.433070866141732,0.0001503529411764,0.0305254237288135,0.12,0.0088696296296296,B
9988,96.0,4.0,0.04,0.0,0.0153658536585365,21.33333333333333,3.05,0.0,1.12,0.017,0.0066929133858267,0.0002857684210526,0.0341201716738197,0.2345454545454545,0.0043739075630252,B
48499,2070.0,23.0,14.0,0.4,0.0179367770609319,64.0,38.0,2.8,6.4,0.74,0.291338582677165,0.0005631027253668,0.0667439759036144,0.4153846153846154,0.0072777300085984,E
14942,548.0,9.4,6.8,0.4484897518878101,0.0013891862955032,2.1,2.1,1.8,8.8,0.49,0.192913385826772,0.0001396088328075,0.0282881355932203,0.12,0.0088044444444444,B
38284,525.0,4.4,1.8,0.1653846153846153,0.0095084745762711,0.9,0.8,1.2666666666666666,20.4,2.3,0.905511811023622,5.9083969465648855e-05,0.0040656598818122,0.2966203703703703,0.0133519313304721,D
7267,236.0,2.2,0.1,0.0,0.0,7.4,5.5,2.3,0.6,0.72,0.283464566929134,3.510411899313501e-05,0.013795744680851,0.12,0.0032270129870129,A
356,1132.0,2.5,0.7,0.0008440959409594,0.0185485485485485,50.6,1.5,0.6,9.4,0.0499999999999999,0.0196850393700787,0.000160011574468,0.0522121794871794,0.1932105263157894,0.0042960784313725,A
6607,1518.0,2.0,0.4,0.0,0.0,72.0,2.0,2.0,12.0,0.02,0.0078740157480315,0.0001091416893732,0.012,0.12,0.0032,A
44706,2326.0,35.0,16.0,0.1860224719101123,0.1068663101604278,53.0,52.0,1.5272727272727271,5.6,0.11,0.0433070866141732,0.0004690416666666,0.06479302832244,0.4333494623655913,0.006485635359116,E
12000,92.0,7.0,0.05,0.0,0.008075970272502,0.25,0.7,2.0,2.1,0.9,0.354330708661417,0.0007043195266272,0.02,0.1410526315789473,0.0076909081632653,B
21463,1063.0,11.35,4.0,0.4528023598820059,0.0008947368421052,6.25,0.5,0.0,22.5,0.99,0.389763779527559,0.000334493597206,0.02,0.1368275862068965,0.007,C
37759,1063.0,14.9,8.2,0.4377104377104377,0.0,25.6,20.9,1.3,3.9,0.254,0.1,0.0002782558139534,1.2392022008253095e-05,0.2513793103448276,0.0027017167381974,D
36645,953.5,0.19,0.03,0.3489513108614232,0.0257482435597189,56.0,56.0,0.0,0.59,0.02,0.0078740157480315,0.000327612992398,5.249976580796253e-05,0.2187361702127659,0.0025145901639344,D
13976,320.0,2.4,0.7,0.1879719525350593,0.0005273019271948,7.3,3.8,0.0,6.3,0.81,0.318897637795276,0.0002809628610729,0.02616,0.1367142857142857,0.0047111111111111,B
36075,1176.0,14.95,7.2,0.1219401444788441,0.002304469273743,22.8,1.5,0.0,9.8,1.42,0.559055118110236,0.000380201105736,0.0062179738562091,0.7870204081632654,0.0094630434782608,D
28615,144.0,2.4,0.8,0.0590538336052202,0.0,2.4,2.3,0.5,0.6,1.1,0.433070866141732,0.0001656694006309,0.02965,0.1371369294605809,0.0050406639004149,C
43725,2165.0,27.9,15.4,0.1683333333333333,0.0223888888888888,59.7,31.0,1.9,6.1,0.6,0.236220472440945,0.000185,0.0,0.0,0.0026166666666666,E
49203,2285.0,40.7,25.8,0.0435978835978836,0.0087080688172043,33.6,29.0,0.0,7.2,0.02,0.0078740157480315,0.0005139511201629,0.0279396226415094,0.1533180473372781,0.0039484092863284,E
27476,540.0,4.46,0.3,0.026447462473195,0.0390539215686274,42.14,20.2,0.0,0.05,0.09,0.0354330708661417,4.1625e-05,0.0022199999999999,0.1219035369774919,0.003890909090909,C
16875,213.0,4.04,0.1,0.0202005012531328,0.0386013986013986,16.7,10.5,1.9,0.2,0.06,0.0236220472440945,6.770932069510269e-05,0.0198535031847133,0.0314,0.0092173913043478,B
16846,134.0,0.0375,0.0,0.0216541353383458,0.0418461538461538,0.0375,8.0,0.0,0.9,0.0,0.0,6.816745655608214e-05,0.0170828025477707,0.0575,0.0108985507246376,B
39600,1653.0,38.0,5.0,0.0489596879063719,0.0007494989979959,6.0,1.2,0.0,2.3,7.39999999999999,2.91338582677165,0.0002384029590948,0.0455416940249507,0.7633802816901408,0.004796923076923,D
50704,1919.0,24.2,13.1,0.2681940700808625,0.0155737089201877,54.4,31.4,1.7,5.0,0.508,0.2,0.0005862408759124,0.0740592991913746,0.2818763250883392,0.0079207373271889,E
17234,176.0,7.1000000000000005,0.2,0.0022055137844611,0.0,5.45,4.5,0.7,0.7,0.09,0.0354330708661417,6.203791469194312e-05,0.0267461139896373,0.13,0.0022078458149779,B
45251,1644.0,16.2,9.6,0.1,0.1225036868973341,50.5,15.7,0.0,9.3,0.899999999999999,0.354330708661417,0.0004205324357405,0.0563005514705882,0.255,0.005185,E
46075,1370.0,29.3,12.0,0.1474972191323693,0.0963301191151446,0.5,0.5,6.75,16.5,2.12,0.834645669291339,0.0001936046511627,0.0272686887254902,0.337263671875,0.0045418478260869,E
1676,741.0,8.3,0.5,0.0069326568265682,0.0053353353353353,28.35,9.2,5.0,8.5,0.59,0.232283464566929,0.0001734285714285,0.0175195357833655,0.12935,0.0040264705882352,A
19620,482.0,3.0,1.1,0.2218652849740932,0.0094368932038834,0.8,0.8,0.5,21.0,1.45,0.570866141732283,0.0002767415115005,0.0129075907590759,0.5242857142857142,0.0052336594911937,C
8969,149.0,0.3,0.1,0.0,0.0,5.1,4.5,0.6499999999999999,1.6,0.65,0.255905511811024,0.0003105928961748,0.0189473684210526,0.0858823529411764,0.003,A
50356,2067.0,24.125,14.4,0.2600694444444444,0.010018779342723,63.425,62.3,0.0,5.5,0.39,0.153543307086614,0.0004973357664233,0.0578005390835579,0.2749081272084805,0.0054719851576994,E
12902,1024.0,0.7,0.1,0.0,0.000566534914361,49.6,3.7,3.2,7.6,1.50114,0.591,0.0001654787234042,0.0266403022670025,0.103438596491228,0.0016070102040816,B
11597,591.0,9.0,4.5,0.0,0.0030842279108175,3.2,0.7,0.0,12.0,0.55,0.216535433070866,0.00053,0.0513231810490693,0.1475757575757575,0.0065267157584683,B
27216,2736.0,8.399999999999999,5.2,0.2122944960686204,0.0368375893769152,44.3,3.7,7.0,24.2,0.01,0.0039370078740157,0.0001932710280373,0.0176642335766423,0.1068367346938775,0.0027251396648044,C
37164,1657.0,8.950000000000001,6.0,0.6812227074235807,0.0104371621621621,15.6,0.0,0.0,7.8,1.0,0.393700787401575,0.0002480648044692,3.129779917469051e-05,0.3533834586466166,0.0077895140664961,D
37230,1056.0,22.1,3.7,0.9694323144104804,0.0078952702702702,1.4,0.6,0.0,12.6,1.2,0.47244094488189,0.0002375195530726,2.9200687757909212e-05,0.4898496240601504,0.0088529411764705,D
14082,704.0,2.5,0.28,0.2165587918015102,0.0006218772305496,31.0,0.52,1.9,4.1,0.5588,0.22,0.0002401375515818,0.0284545454545454,0.12,0.0056533333333333,B
30779,1084.0,17.84,7.4,0.0207699194270367,0.0,2.08,2.5,0.5,16.0,1.9,0.748031496062992,0.0003998632478632,0.0761217391304347,0.8190000000000001,0.0076497942386831,D
27772,427.0,3.6,2.4,0.0,0.0176510556621881,14.1,15.1,0.0,3.3,0.1,0.0393700787401575,6.0725806451612906e-05,0.0417285714285714,0.162,0.0028255118110236,C
8155,301.0,2.75,0.5,0.0,0.0,8.35,1.5,1.4,2.9,0.28,0.110236220472441,1.376773455377574e-05,0.0151886597938144,0.1284098265895953,0.0063915662650602,A
47128,2184.0,23.344444444444445,11.0,0.2472406181015452,0.0519818181818181,51.95555555555555,32.0,3.5,7.5,0.3,0.118110236220472,0.0002516363636363,0.0108817829457364,0.3521822660098522,0.0043555147058823,E
31468,1025.0,0.1,0.0,0.0413309459862727,0.0,59.0,59.0,1.0,0.6,0.0,0.0,0.000407884057971,0.0978741258741258,0.6159407407407407,0.0075578947368421,D
36047,968.0,13.4,9.0,0.1230959752321981,0.001913407821229,25.3,23.4,2.0,2.4,0.2032,0.08,0.0003827843814789,0.0071055555555555,0.6881632653061225,0.0111978260869565,D
20473,412.0,1.5,0.1,0.8102016607354685,0.0,16.5,1.5,2.333333333333333,3.5,1.0,0.393700787401575,0.000293953488372,0.0187259036144578,0.21875,0.007880412371134,C
21652,456.0,10.3,0.7,0.7315634218289085,0.0008157894736842,35.75,0.6,0.0,22.3,2.1,0.826771653543307,0.0003050104772991,0.0414468085106383,0.49,0.0073441176470588,C
15384,376.0,2.8,1.1,0.4142199108469539,0.0017835474660956,14.0,6.5,0.1,2.0,0.0762,0.03,6.5e-05,0.006,0.071,0.0012,B
46096,2149.0,24.9,17.0,0.142825361512792,0.0956630743051616,65.6,28.0,1.7,5.8,0.889,0.35,0.0001878212974296,0.0265287990196078,0.34066796875,0.0049184782608695,E
20909,736.0,8.55,2.7,0.2930011862396203,0.0001176470588235,2.25,0.2,0.0,21.0,0.96,0.377952755905512,0.0001309636363636,0.0129132420091324,0.4904259259259259,0.0095902506963788,C
6594,1509.0,0.8,0.2,0.0,0.0,79.0,0.3,1.5,7.3,0.015,0.0059055118110236,0.0001115326975476,0.012,0.12,0.0032,A
30180,1083.0,17.0,3.0,0.0028946583109519,0.0,7.0,1.0,2.0,19.0,2.0,0.78740157480315,7.043076923076924e-05,0.0508454810495626,0.2492682926829268,0.0060886145404663,D
29693,402.0,6.475,2.5,0.9572649572649572,0.0,3.875,0.8,0.5,0.9,0.9,0.354330708661417,0.0008,0.0218501628664495,0.1228899082568807,0.0066274617737003,C
11097,303.0,4.4,0.3,0.0,0.0,6.2,4.5,1.35,0.8,0.92,0.362204724409449,0.0003809345794392,0.0117230769230769,0.12,0.0034928424153166,B
19366,272.0,2.9,1.0,0.1179548872180451,0.0139030303030303,7.0,1.8,0.4,2.5,1.8,0.708661417322835,0.0001557228915662,0.0234797297297297,0.1379891891891891,0.0078579310344827,C
48385,1791.0,36.2,13.0,0.2851398135818909,0.0191303728522336,2.128571428571428,1.8,0.0,29.0,4.7,1.8503937007874,8.123780465116277e-05,0.0038437538461538,0.2302463441860465,0.0021770405405405,E
32635,1003.0,21.0,2.8,0.0761563712324679,0.0118607343698312,0.4,0.2,0.0,12.1,1.9,0.748031496062992,0.0006752700831024,0.0482183908045977,0.605204081632653,0.0120530503978779,D
8487,108.0,0.2,0.0,0.0,0.0,4.0,4.0,1.5,1.4,1.1,0.433070866141732,5.790617848970252e-06,0.0092692307692307,0.12,0.0096493902439024,A
39835,1452.0,30.0,23.0,0.0642392717815344,0.0,0.5,0.4,0.0,25.0,1.5,0.590551181102362,0.0002619234116623,0.0449645542427497,0.2073239436619718,0.0090807017543859,D
50341,1896.0,17.7,9.0,0.2574652777777778,0.0097793427230046,67.8,59.4,0.0,4.2,0.38,0.149606299212598,0.000493503649635,0.057099730458221,0.2746077738515901,0.0054970315398886,E
21815,487.0,10.4,1.4,0.971976401179941,0.0007477025898078,3.6,3.0,2.3,1.4,1.42,0.559055118110236,0.0002795832363213,0.02,0.1228799999999999,0.0055096774193548,C
32383,1134.0,21.0,14.0,0.0686362279916442,0.0059421104862719,1.0,0.1,0.0,20.0,1.4,0.551181102362205,0.0007187126436781,0.0598045977011494,0.55,0.0086895424836601,D
43735,1084.0,26.107692307692307,21.0,0.2885714285714286,0.0349047619047619,61.892307692307696,1.5,0.0,16.0,1.4,0.551181102362205,0.0002678095238095,0.0,0.0,0.0031610476190476,E
20875,1608.0,1.0,0.5,0.3333333333333332,1.7647058823529414e-05,84.0,36.0,3.0,7.0,0.381,0.15,0.00012,0.012,0.4671296296296296,0.0092019498607242,C
47421,1867.0,30.6,19.1,0.3583057851239669,0.0333363636363636,37.0,28.9,2.1,5.3,0.08,0.031496062992126,0.000525423076923,0.0548201307692307,0.40485,0.0073934615384615,E
47101,1377.0,46.0,11.2,0.2591611479028698,0.0537,5.25,2.0,0.0,14.4,3.0,1.18110236220472,0.000232,0.0102277131782945,0.3257142857142857,0.0022342261904761,E
14314,339.0,2.9,0.3,0.279126213592233,0.0008288722341184,12.2,7.6,0.5,1.2,0.1,0.0393700787401575,0.0001507840440165,0.0146643356643356,0.12,0.0077155555555555,B
22974,1150.0,5.5,1.4,1.0,0.0002635756056808,45.7,1.6,2.2,10.0,1.32,0.519685039370079,0.00012,0.0347692307692307,0.1295089514066496,0.005168,C
823,222.0,0.1,0.06,0.0029981549815498,0.0138738738738738,6.4,6.1,0.1466666666666666,6.4,0.13,0.0511811023622047,0.0001656553191489,0.0241722222222222,0.13,0.0072315789473684,A
20081,2256.0,34.0,2.7,0.4068627450980392,0.0,52.0,0.3,4.4,6.1,1.3,0.511811023622047,0.0004963855421686,0.0890799999999999,0.2427474747474747,0.002660606060606,C
38552,1610.0,10.0,6.0,0.2307692307692307,0.0288135593220339,69.0,52.0,2.0,3.0,0.15,0.0590551181102362,0.0001335117493472,0.0125121470781352,0.8844,0.0087510729613733,D
26332,190.0,0.1,0.0,0.8441744102930665,0.0030966340933767,10.5,10.0,0.1,0.4,0.01,0.0039370078740157,0.0002528859060402,0.02,0.0834931506849315,0.0078713286713286,C
9021,1515.0,1.5,0.3,0.0,0.0,74.7,2.5,0.0,12.5,0.017,0.0066929133858267,0.0003650081967213,0.0166666666666666,0.1011764705882353,0.003,A
28960,447.0,3.0,1.2,0.4071537290715373,0.0345265934065934,0.5,0.5,0.5,21.0,1.9,0.748031496062992,0.0002894545454545,0.021,0.479,0.0113875,C
42051,1289.0,20.8,6.8,0.3669724770642202,0.0,9.6,0.8,0.0,11.0,1.6,0.62992125984252,4.377865094957437e-05,0.0134458483754512,0.3578865979381443,0.0097256637168141,D
24046,590.0,8.1,3.7,1.0,0.0007425329428989,9.6,2.5,0.5,7.5,1.6,0.62992125984252,0.000126923076923,0.0329368029739777,0.1440462427745664,0.0035509011627906,C
961,1544.0,1.05,0.4,0.0036346863468634,0.0124924924924924,38.75,3.0,0.0,13.2,0.05,0.0196850393700787,0.0001673230638297,0.0158863247863247,0.0610238095238095,0.0015329787234042,A
9207,176.0,0.29,0.6,0.0,0.0,3.14,6.0,4.9,0.6,0.0,0.0,0.0003864541832669,0.0085087719298245,0.1339189189189189,0.0033947136563876,A
25325,616.0,10.1,6.9,0.2013574660633483,0.0237963446475195,9.9,2.6,2.0,3.8,0.59944,0.236,0.0002795888594164,0.0294594594594594,0.2440384615384615,0.0079310483870967,C
38474,968.0,19.0,9.0,0.4089743589743589,0.0231949152542372,0.6,0.6,4.141666666666667,15.0,1.5,0.590551181102362,0.0001257049608355,0.010053841103086,0.6854659090909091,0.0100901287553648,D
7526,1485.0,3.07,0.3,0.0,0.0,51.39999999999999,6.0,3.0,13.0,0.02,0.0078740157480315,2.8881006864988555e-05,0.02365,0.2516608695652174,0.0031597402597402,A
43194,2109.0,27.0,2.4,0.1538461538461538,0.0,57.0,3.6,4.2,6.8,2.2,0.866141732283465,0.0006180213523131,0.0,0.6570397111913358,0.0066662131519274,D
47001,1886.0,46.0,12.0,0.3033112582781457,0.0600636363636363,3.1,1.0,0.0,7.0,1.6,0.62992125984252,0.0001592727272727,0.0078052325581395,0.2276847290640394,0.0018473214285714,E
267,57.0,0.0,0.0,0.0004335793357933,0.0194394394394394,1.6,0.3,1.2,1.2,0.0508,0.02,0.0001589359999999,0.0575559829059829,0.0923793103448276,0.0026673202614379,A
14081,702.0,2.4,0.22,0.2162891046386192,0.0006209850107066,31.0,0.57,1.2,4.5,0.6604,0.26,0.000240522696011,0.028513986013986,0.12,0.0056444444444444,B
7673,500.0,1.3,0.1,0.0,0.0,22.0,2.6,3.3,3.0,0.5334,0.21,2.534897025171625e-05,0.018505,0.5588695652173912,0.0031215584415584,A
49613,2052.0,27.0,6.0,0.0002116402116402,0.0033333949820788,53.0,13.0,0.0,8.0,3.0,1.18110236220472,0.0005348268839103,0.0465056603773584,0.2145754437869822,0.0020094582975064,E
29054,523.0,4.0,1.7,0.3356164383561644,0.0398153846153846,0.8,0.5,0.5,21.0,1.8,0.708661417322835,0.0003578181818181,0.0022072072072072,0.1923333333333333,0.0113735849056603,C
49051,1703.0,27.266666666666666,14.9,0.0596825396825396,0.0107006308243727,0.8333333333333334,0.2,0.0,18.0,1.1,0.433070866141732,0.0005062118126272,0.0285030120481927,0.1306079881656804,0.0046672398968185,E
37710,1577.0,29.0,19.5,0.4927048260381593,0.0,2.0,2.0,0.0,27.0,0.9,0.354330708661417,0.0002497674418604,1.394896836313618e-05,0.2175862068965517,0.0025334763948497,D
15031,0.0,0.0,0.0,0.4724919093851132,0.0014685938615274,0.0,0.0,2.8000000000000003,0.0,0.0,0.0,0.0001337129337539,0.0199915254237288,0.12,0.0085627160493827,B
9838,753.0,6.133333333333334,2.0,0.0,0.0176524390243902,6.866666666666667,0.5,0.0,19.0,1.0,0.393700787401575,0.0002618506493506,0.03896,0.1251219512195122,0.0051722972972972,B
